Draw Date,Winning Numbers,Mega Ball,Multiplier
07/17/2009,08 17 40 47 50,13,
07/14/2009,20 29 35 45 53,41,
07/10/2009,05 10 26 27 28,04,
07/07/2009,25 27 35 38 39,28,
07/03/2009,05 06 07 11 25,31,
06/30/2009,07 34 49 54 55,34,
06/26/2009,11 15 17 29 46,16,
06/23/2009,12 14 16 31 50,09,
06/19/2009,04 09 12 16 46,44,
06/16/2009,09 15 21 26 45,25,
06/12/2009,06 11 20 32 44,38,
06/09/2009,05 17 31 36 56,46,
06/05/2009,05 20 38 41 52,20,
06/02/2009,09 13 26 30 35,33,
05/29/2009,23 30 36 39 48,34,
05/26/2009,09 18 21 37 55,33,
05/22/2009,03 29 34 42 49,29,
05/19/2009,02 04 09 15 42,13,
05/15/2009,07 12 24 36 48,27,
05/12/2009,04 08 10 14 51,31,
05/08/2009,12 27 29 32 34,34,
05/05/2009,05 23 38 39 54,03,
05/01/2009,09 16 24 40 43,35,
04/28/2009,15 20 24 36 44,06,
04/24/2009,09 20 21 48 49,07,
04/21/2009,05 24 37 47 52,06,
04/17/2009,05 13 26 35 45,32,
04/14/2009,04 11 22 48 50,42,
04/10/2009,18 25 36 42 51,22,
04/07/2009,02 04 13 17 36,15,
04/03/2009,16 22 38 39 48,42,
03/31/2009,14 39 47 48 53,29,
03/27/2009,10 15 24 38 50,19,
03/24/2009,04 25 34 43 44,45,
03/20/2009,15 16 20 39 40,26,
03/17/2009,09 15 24 28 31,17,
03/13/2009,10 12 26 46 50,23,
03/10/2009,02 27 31 39 40,23,
03/06/2009,11 18 37 46 55,45,
03/03/2009,26 32 35 43 52,10,
02/27/2009,24 37 44 50 56,35,
02/24/2009,01 27 28 35 40,06,
02/20/2009,21 28 41 45 55,24,
02/17/2009,01 09 23 27 33,24,
02/13/2009,25 36 37 40 51,20,
02/10/2009,18 29 38 43 47,07,
02/06/2009,02 12 18 28 31,03,
02/03/2009,04 15 29 43 56,29,
01/30/2009,13 16 19 53 55,02,
01/27/2009,03 11 12 14 21,25,
01/23/2009,02 17 20 27 28,07,
01/20/2009,01 09 10 35 46,09,
01/16/2009,02 04 21 39 51,29,
01/13/2009,22 25 33 36 48,40,
01/09/2009,23 25 30 45 50,08,
01/06/2009,03 11 12 19 33,30,
01/02/2009,02 11 19 21 34,38,
