draw_date,draw_num,winning_numbers,mega_ball,mega_ball_mod2,multiplier,pick5_1,pick5_1_zscore,pick5_2,pick5_2_zscore,pick5_3,pick5_3_zscore,pick5_4,pick5_4_zscore,pick5_5,pick5_5_zscore,pick5_sum,pick5_sum_zscore,pick5_mod2_sum
2022-12-30,104,01 03 06 44 51,7,1,3,1,-1.1631549697591446,3,-1.6868018343141589,6,-2.2096508669237744,44,-0.19002645035734755,51,-0.732941181625241,105,-1.553958616896783,3
2022-12-27,103,09 13 36 59 61,11,1,2,9,-0.24471572091036548,13,-0.8337353243911387,36,0.12072050529577913,59,1.0031628890957665,61,0.24431372720841366,178,0.10840023259525061,4
2022-12-23,102,15 21 32 38 62,8,0,4,15,0.44411371572621877,21,-0.15128211645272277,32,-0.18999567766682798,38,-0.6673021861385932,62,0.3420392180917791,168,-0.11932015774612384,2
2022-12-20,101,03 04 33 36 52,17,1,4,3,-0.9335451575469498,4,-1.6014951833218567,33,-0.1123166319261762,36,-0.8263940980656751,52,-0.6352156907418756,128,-1.0302017191116217,2
2022-12-16,100,08 35 40 53 56,11,1,3,8,-0.35952062701646287,35,1.0430109974395052,40,0.43143668825838627,53,0.525887153314521,56,-0.24431372720841366,192,0.42720877907317484,2
2022-12-13,99,14 22 48 58 68,6,0,2,14,0.3293088096201214,22,-0.06597546546042075,48,1.0528690541836006,58,0.9236169331322256,68,0.928392163391972,210,0.8371054816876489,0
2022-12-09,98,08 19 53 61 69,19,1,4,8,-0.35952062701646287,19,-0.3218954184373268,53,1.4412642828868594,61,1.1622548010228484,69,1.0261176542753374,210,0.8371054816876489,4
2022-12-06,97,15 16 19 28 47,13,1,3,15,0.44411371572621877,16,-0.5778153714142328,19,-1.199823272295301,28,-1.4627617457740025,47,-1.1238431451587028,125,-1.098517836214034,3
2022-12-02,96,01 21 36 46 52,16,0,3,1,-1.1631549697591446,21,-0.15128211645272277,36,0.12072050529577913,46,-0.03093453843026567,52,-0.6352156907418756,156,-0.39258462615577316,2
2022-11-29,95,20 23 37 46 52,6,0,4,20,1.0181382462567057,23,0.019331185531881245,37,0.1983995510364309,46,-0.03093453843026567,52,-0.6352156907418756,178,0.10840023259525061,2
2022-11-25,94,29 31 46 54 67,18,0,2,29,2.051382401211582,31,0.7017843934702973,46,0.8975109627022969,54,0.6054331092780618,67,0.8306666725086065,227,1.2242301452679853,3
2022-11-22,93,13 23 24 25 43,2,0,3,13,0.214503903514024,23,0.019331185531881245,24,-0.8114280435920422,25,-1.7013996136646254,43,-1.5147451086921646,128,-1.0302017191116217,4
2022-11-18,92,02 14 16 38 66,9,1,4,2,-1.0483500636530472,14,-0.7484286733988368,16,-1.4328604095172564,38,-0.6673021861385932,66,0.732941181625241,136,-0.8480254068385221,0
2022-11-15,91,06 19 28 46 61,18,0,2,6,-0.5891304392286576,19,-0.3218954184373268,28,-0.5007118606294351,46,-0.03093453843026567,61,0.24431372720841366,160,-0.3014964700192234,2
2022-11-11,90,01 05 17 37 70,22,0,3,1,-1.1631549697591446,5,-1.5161885323295548,17,-1.3551813637766046,37,-0.7468481421021341,70,1.1238431451587028,130,-0.9846576410433467,4
2022-11-08,89,05 13 29 38 59,23,1,4,5,-0.703935345334755,13,-0.8337353243911387,29,-0.4230328148887833,38,-0.6673021861385932,59,0.04886274544168273,144,-0.6658490945654225,4
2022-11-04,88,02 20 47 55 59,19,1,2,2,-1.0483500636530472,20,-0.23658876744502477,47,0.9751900084429487,55,0.6849790652416028,59,0.04886274544168273,183,0.22226042776593782,3
2022-11-01,87,05 09 15 16 17,25,1,3,5,-0.703935345334755,9,-1.1749619283603467,15,-1.5105394552579083,16,-2.4173132173364937,17,-4.055607871659666,62,-2.533156295364693,4
2022-10-28,86,04 18 31 53 69,7,1,2,4,-0.8187402514408524,18,-0.4072020694296288,31,-0.2676747234074798,53,0.525887153314521,69,1.0261176542753374,175,0.040084115492838274,3
2022-10-25,85,21 30 35 45 66,21,1,3,21,1.132943152362803,30,0.6164777424779952,35,0.04304145955512735,45,-0.11048049439380661,66,0.732941181625241,197,0.541068974243862,3
2022-10-21,84,34 36 43 45 68,22,0,2,34,2.6254069317420687,36,1.1283176484318074,43,0.6644738254803416,45,-0.11048049439380661,68,0.928392163391972,226,1.2014581062338479,2
2022-10-18,83,01 15 20 44 67,23,1,3,1,-1.1631549697591446,15,-0.6631220224065347,20,-1.1221442265546493,44,-0.19002645035734755,67,0.8306666725086065,147,-0.5975329774630102,3
2022-10-14,82,09 22 26 41 44,19,1,2,9,-0.24471572091036548,22,-0.06597546546042075,26,-0.6560699521107387,41,-0.42866431824797036,44,-1.4170196178087993,142,-0.7113931726336974,2
2022-10-11,81,03 07 11 13 38,1,1,3,3,-0.9335451575469498,7,-1.3455752303449509,11,-1.8212556382205154,13,-2.655951085227117,38,-2.003372563108992,72,-2.3054359050233186,4
2022-10-07,80,06 11 29 36 55,21,1,2,6,-0.5891304392286576,11,-1.0043486263757428,29,-0.4230328148887833,36,-0.8263940980656751,55,-0.3420392180917791,137,-0.8252533678043846,3
2022-10-04,79,15 18 25 33 38,25,1,2,15,0.44411371572621877,18,-0.4072020694296288,25,-0.7337489978513905,33,-1.065031965956298,38,-2.003372563108992,129,-1.0074296800774842,3
2022-09-30,78,16 26 37 40 51,6,0,4,16,0.5589186218323161,26,0.27525113850878724,37,0.1983995510364309,40,-0.5082102742115113,51,-0.732941181625241,170,-0.07377607967784895,2
2022-09-27,77,08 14 24 43 51,9,1,3,8,-0.35952062701646287,14,-0.7484286733988368,24,-0.8114280435920422,43,-0.26957240632088847,51,-0.732941181625241,140,-0.7569372507019723,2
2022-09-23,76,05 50 53 58 64,22,0,4,5,-0.703935345334755,50,2.322610762324035,53,1.4412642828868594,58,0.9236169331322256,64,0.5374901998585101,230,1.2925462623703978,2
2022-09-20,75,09 21 28 30 52,10,0,5,9,-0.24471572091036548,21,-0.15128211645272277,28,-0.5007118606294351,30,-1.3036698338469208,52,-0.6352156907418756,140,-0.7569372507019723,2
2022-09-16,74,15 30 35 38 66,12,0,4,15,0.44411371572621877,30,0.6164777424779952,35,0.04304145955512735,38,-0.6673021861385932,66,0.732941181625241,184,0.2450324668000753,2
2022-09-13,73,14 25 38 59 64,21,1,4,14,0.3293088096201214,25,0.18994448751648524,38,0.2760785967770827,59,1.0031628890957665,64,0.5374901998585101,200,0.6093850913462744,2
2022-09-09,72,16 21 54 55 69,22,0,2,16,0.5589186218323161,21,-0.15128211645272277,54,1.5189433286275111,55,0.6849790652416028,69,1.0261176542753374,215,0.9509656768583361,3
2022-09-06,71,06 17 46 59 68,2,0,4,6,-0.5891304392286576,17,-0.4925087204219308,46,0.8975109627022969,59,1.0031628890957665,68,0.928392163391972,196,0.5182969352097246,2
2022-09-02,70,39 40 52 60 67,20,0,2,39,3.199431462272556,40,1.4695442524010154,52,1.3635852371462076,60,1.0827088450593074,67,0.8306666725086065,258,1.9301633553262463,2
2022-08-30,69,02 38 55 57 65,17,1,3,2,-1.0483500636530472,38,1.2989309504164113,55,1.596622374368163,57,0.8440709771686846,65,0.6352156907418756,217,0.996509754926611,3
2022-08-26,68,06 27 30 38 64,23,1,2,6,-0.5891304392286576,27,0.36055778950108924,30,-0.34535376914813154,38,-0.6673021861385932,64,0.5374901998585101,165,-0.18763627484853618,1
2022-08-23,67,03 05 47 48 67,7,1,2,3,-0.9335451575469498,5,-1.5161885323295548,47,0.9751900084429487,48,0.12815737349681622,67,0.8306666725086065,170,-0.07377607967784895,4
2022-08-19,66,12 18 24 46 65,3,1,4,12,0.09969899740792665,18,-0.4072020694296288,24,-0.8114280435920422,46,-0.03093453843026567,65,0.6352156907418756,165,-0.18763627484853618,1
2022-08-16,65,33 35 41 45 51,1,1,2,33,2.5106020256359716,35,1.0430109974395052,41,0.509115733999038,45,-0.11048049439380661,51,-0.732941181625241,205,0.7232452865169616,5
2022-08-12,64,23 24 50 54 64,3,1,3,23,1.3625529645749979,24,0.10463783652418325,50,1.208227145664904,54,0.6054331092780618,64,0.5374901998585101,215,0.9509656768583361,1
2022-08-09,63,01 08 10 25 32,13,1,3,1,-1.1631549697591446,8,-1.2602685793526487,10,-1.8989346839611672,25,-1.7013996136646254,32,-2.5897255084091846,76,-2.2143477488867687,2
2022-08-05,62,02 05 29 64 69,18,0,3,2,-1.0483500636530472,5,-1.5161885323295548,29,-0.4230328148887833,64,1.4008926689134713,69,1.0261176542753374,169,-0.0965481187119864,3
2022-08-02,61,10 14 25 37 63,14,0,3,10,-0.1299108148042681,14,-0.7484286733988368,25,-0.7337489978513905,37,-0.7468481421021341,63,0.4397647089751446,149,-0.5519888993947353,3
2022-07-29,60,13 36 45 57 67,14,0,2,13,0.214503903514024,36,1.1283176484318074,45,0.8198319169616451,57,0.8440709771686846,67,0.8306666725086065,218,1.0192817939607484,4
2022-07-26,59,07 29 60 63 66,15,1,3,7,-0.4743255331225602,29,0.5311710914856933,60,1.9850176030714217,63,1.3213467129499303,66,0.732941181625241,225,1.1786860671997106,3
2022-07-22,58,14 40 60 64 66,16,0,3,14,0.3293088096201214,40,1.4695442524010154,60,1.9850176030714217,64,1.4008926689134713,66,0.732941181625241,244,1.611354808848322,0
2022-07-19,57,02 31 32 37 70,25,1,3,2,-1.0483500636530472,31,0.7017843934702973,32,-0.18999567766682798,37,-0.7468481421021341,70,1.1238431451587028,172,-0.028232001609574064,2
2022-07-15,56,08 20 26 53 64,15,1,5,8,-0.35952062701646287,20,-0.23658876744502477,26,-0.6560699521107387,53,0.525887153314521,64,0.5374901998585101,171,-0.05100404064371151,1
2022-07-12,55,04 07 10 45 64,12,0,2,4,-0.8187402514408524,7,-1.3455752303449509,10,-1.8989346839611672,45,-0.11048049439380661,64,0.5374901998585101,130,-0.9846576410433467,2
2022-07-08,54,20 36 61 62 69,20,0,3,20,1.0181382462567057,36,1.1283176484318074,61,2.0626966488120737,62,1.2418007569863894,69,1.0261176542753374,248,1.7024429649848718,2
2022-07-05,53,27 31 50 51 61,21,1,4,27,1.8217725889993872,31,0.7017843934702973,50,1.208227145664904,51,0.366795241387439,61,0.24431372720841366,220,1.0648258720290233,4
2022-07-01,52,01 27 29 38 62,12,0,3,1,-1.1631549697591446,27,0.36055778950108924,29,-0.4230328148887833,38,-0.6673021861385932,62,0.3420392180917791,157,-0.3698125871216357,3
2022-06-28,51,07 12 21 43 55,11,1,2,7,-0.4743255331225602,12,-0.9190419753834408,21,-1.0444651808139975,43,-0.26957240632088847,55,-0.3420392180917791,138,-0.8024813287702472,4
2022-06-24,50,01 07 11 25 56,14,0,2,1,-1.1631549697591446,7,-1.3455752303449509,11,-1.8212556382205154,25,-1.7013996136646254,56,-0.24431372720841366,100,-1.6678188120674702,4
2022-06-21,49,08 13 18 32 42,20,0,3,8,-0.35952062701646287,13,-0.8337353243911387,18,-1.2775023180359528,32,-1.1445779219198389,42,-1.6124705995755302,113,-1.3717823046236832,1
2022-06-17,48,20 36 53 56 69,16,0,2,20,1.0181382462567057,36,1.1283176484318074,53,1.4412642828868594,56,0.7645250212051438,69,1.0261176542753374,234,1.3836344185069476,2
2022-06-14,47,30 37 38 42 58,22,0,2,30,2.1661873073176796,37,1.2136242994241093,38,0.2760785967770827,42,-0.34911836228442944,58,-0.04886274544168273,205,0.7232452865169616,1
2022-06-10,46,03 12 14 18 32,4,0,5,3,-0.9335451575469498,12,-0.9190419753834408,14,-1.58821850099856,18,-2.258221305409412,32,-2.5897255084091846,79,-2.1460316317843566,1
2022-06-07,45,04 34 40 41 53,3,1,4,4,-0.8187402514408524,34,0.9577043464472033,40,0.43143668825838627,41,-0.42866431824797036,53,-0.5374901998585101,172,-0.028232001609574064,2
2022-06-03,44,11 16 22 48 59,11,1,4,11,-0.015105908698170729,16,-0.5778153714142328,22,-0.9667861350733458,48,0.12815737349681622,59,0.04886274544168273,156,-0.39258462615577316,2
2022-05-31,43,06 15 41 63 64,24,0,4,6,-0.5891304392286576,15,-0.6631220224065347,41,0.509115733999038,63,1.3213467129499303,64,0.5374901998585101,189,0.3588926619707625,3
2022-05-27,42,03 14 40 53 54,8,0,3,3,-0.9335451575469498,14,-0.7484286733988368,40,0.43143668825838627,53,0.525887153314521,54,-0.4397647089751446,164,-0.21040831388267361,2
2022-05-24,41,03 05 06 63 68,25,1,3,3,-0.9335451575469498,5,-1.5161885323295548,6,-2.2096508669237744,63,1.3213467129499303,68,0.928392163391972,145,-0.643077055531285,3
2022-05-20,40,33 40 59 60 69,22,0,3,33,2.5106020256359716,40,1.4695442524010154,59,1.90733855733077,60,1.0827088450593074,69,1.0261176542753374,261,1.9984794724286585,3
2022-05-17,39,07 21 24 41 65,24,0,4,7,-0.4743255331225602,21,-0.15128211645272277,24,-0.8114280435920422,41,-0.42866431824797036,65,0.6352156907418756,158,-0.3470405480874983,4
2022-05-13,38,11 41 43 44 65,13,1,3,11,-0.015105908698170729,41,1.5548509033933173,43,0.6644738254803416,44,-0.19002645035734755,65,0.6352156907418756,204,0.7004732474828241,4
2022-05-10,37,15 19 20 61 70,6,0,3,15,0.44411371572621877,19,-0.3218954184373268,20,-1.1221442265546493,61,1.1622548010228484,70,1.1238431451587028,185,0.2678045058342127,3
2022-05-06,36,16 21 33 52 70,10,0,2,16,0.5589186218323161,21,-0.15128211645272277,33,-0.1123166319261762,52,0.44634119735098,70,1.1238431451587028,192,0.42720877907317484,2
2022-05-03,35,15 19 27 35 57,17,1,2,15,0.44411371572621877,19,-0.3218954184373268,27,-0.5783909063700868,35,-0.905940054029216,57,-0.1465882363250482,153,-0.46090074325818553,5
2022-04-29,34,09 11 34 49 66,15,1,2,9,-0.24471572091036548,11,-1.0043486263757428,34,-0.034637586185524434,49,0.20770332946035716,66,0.732941181625241,169,-0.0965481187119864,3
2022-04-26,33,05 07 19 46 69,2,0,4,5,-0.703935345334755,7,-1.3455752303449509,19,-1.199823272295301,46,-0.03093453843026567,69,1.0261176542753374,146,-0.6203050164971476,4
2022-04-22,32,07 28 29 58 59,10,0,3,7,-0.4743255331225602,28,0.44586444049339125,29,-0.4230328148887833,58,0.9236169331322256,59,0.04886274544168273,181,0.17671634969766295,3
2022-04-19,31,02 09 33 47 53,24,0,3,2,-1.0483500636530472,9,-1.1749619283603467,33,-0.1123166319261762,47,0.04861141753327527,53,-0.5374901998585101,144,-0.6658490945654225,4
2022-04-15,30,04 17 20 46 64,23,1,4,4,-0.8187402514408524,17,-0.4925087204219308,20,-1.1221442265546493,46,-0.03093453843026567,64,0.5374901998585101,151,-0.5064448213264604,1
2022-04-12,29,02 08 14 20 31,17,1,2,2,-1.0483500636530472,8,-1.2602685793526487,14,-1.58821850099856,20,-2.0991293934823303,31,-2.68745099929255,75,-2.237119787920906,1
2022-04-08,28,08 11 29 32 40,2,0,3,8,-0.35952062701646287,11,-1.0043486263757428,29,-0.4230328148887833,32,-1.1445779219198389,40,-1.807921581342261,120,-1.2123780313847212,2
2022-04-05,27,22 43 60 63 64,18,0,2,22,1.2477480584689005,43,1.7254642053779212,60,1.9850176030714217,63,1.3213467129499303,64,0.5374901998585101,252,1.7935311211214215,2
2022-04-01,26,26 42 47 48 63,21,1,5,26,1.7069676828932898,42,1.6401575543856193,47,0.9751900084429487,48,0.12815737349681622,63,0.4397647089751446,226,1.2014581062338479,2
2022-03-29,25,07 22 36 45 47,12,0,2,7,-0.4743255331225602,22,-0.06597546546042075,36,0.12072050529577913,45,-0.11048049439380661,47,-1.1238431451587028,157,-0.3698125871216357,3
2022-03-25,24,03 13 42 51 58,17,1,2,3,-0.9335451575469498,13,-0.8337353243911387,42,0.5867947797396899,51,0.366795241387439,58,-0.04886274544168273,167,-0.14209219678026128,3
2022-03-22,23,08 15 21 27 61,8,0,3,8,-0.35952062701646287,15,-0.6631220224065347,21,-1.0444651808139975,27,-1.5423077017375435,61,0.24431372720841366,132,-0.9391135629750719,4
2022-03-18,22,02 06 25 40 45,5,1,4,2,-1.0483500636530472,6,-1.4308818813372528,25,-0.7337489978513905,40,-0.5082102742115113,45,-1.3192941269254337,118,-1.257922109452996,2
2022-03-15,21,09 14 28 59 60,24,0,5,9,-0.24471572091036548,14,-0.7484286733988368,28,-0.5007118606294351,59,1.0031628890957665,60,0.1465882363250482,170,-0.07377607967784895,2
2022-03-11,20,24 28 39 44 66,25,1,3,24,1.4773578706810953,28,0.44586444049339125,39,0.35375764251773445,44,-0.19002645035734755,66,0.732941181625241,201,0.6321571303804119,1
2022-03-08,19,07 18 38 58 64,24,0,3,7,-0.4743255331225602,18,-0.4072020694296288,38,0.2760785967770827,58,0.9236169331322256,64,0.5374901998585101,185,0.2678045058342127,1
2022-03-04,18,11 19 28 46 47,5,1,4,11,-0.015105908698170729,19,-0.3218954184373268,28,-0.5007118606294351,46,-0.03093453843026567,47,-1.1238431451587028,151,-0.5064448213264604,3
2022-03-01,17,18 22 38 39 50,18,0,2,18,0.7885284340445109,22,-0.06597546546042075,38,0.2760785967770827,39,-0.5877562301750523,50,-0.8306666725086065,167,-0.14209219678026128,1
2022-02-25,16,15 31 40 56 66,4,0,3,15,0.44411371572621877,31,0.7017843934702973,40,0.43143668825838627,56,0.7645250212051438,66,0.732941181625241,208,0.791561403619374,2
2022-02-22,15,06 17 22 57 62,3,1,3,6,-0.5891304392286576,17,-0.4925087204219308,22,-0.9667861350733458,57,0.8440709771686846,62,0.3420392180917791,164,-0.21040831388267361,2
2022-02-18,14,06 11 50 63 68,17,1,4,6,-0.5891304392286576,11,-1.0043486263757428,50,1.208227145664904,63,1.3213467129499303,68,0.928392163391972,198,0.5638410132779995,2
2022-02-15,13,02 04 15 21 63,19,1,3,2,-1.0483500636530472,4,-1.6014951833218567,15,-1.5105394552579083,21,-2.019583437518789,63,0.4397647089751446,105,-1.553958616896783,3
2022-02-11,12,11 16 23 24 30,24,0,3,11,-0.015105908698170729,16,-0.5778153714142328,23,-0.889107089332694,24,-1.7809455696281664,30,-2.7851764901759157,104,-1.5767306559309204,2
2022-02-08,11,01 17 20 52 54,2,0,3,1,-1.1631549697591446,17,-0.4925087204219308,20,-1.1221442265546493,52,0.44634119735098,54,-0.4397647089751446,144,-0.6658490945654225,2
2022-02-04,10,07 16 34 44 61,24,0,4,7,-0.4743255331225602,16,-0.5778153714142328,34,-0.034637586185524434,44,-0.19002645035734755,61,0.24431372720841366,162,-0.2559523919509485,2
2022-02-01,9,11 24 38 62 66,1,1,4,11,-0.015105908698170729,24,0.10463783652418325,38,0.2760785967770827,62,1.2418007569863894,66,0.732941181625241,201,0.6321571303804119,1
2022-01-28,8,03 16 25 44 55,13,1,3,3,-0.9335451575469498,16,-0.5778153714142328,25,-0.7337489978513905,44,-0.19002645035734755,55,-0.3420392180917791,143,-0.68862113359956,3
2022-01-25,7,03 12 38 53 58,13,1,3,3,-0.9335451575469498,12,-0.9190419753834408,38,0.2760785967770827,53,0.525887153314521,58,-0.04886274544168273,164,-0.21040831388267361,2
2022-01-21,6,38 45 46 55 67,18,0,2,38,3.0846265561664583,45,1.8960775073625253,46,0.8975109627022969,55,0.6849790652416028,67,0.8306666725086065,251,1.770759082087284,3
2022-01-18,5,04 19 39 42 52,9,1,4,4,-0.8187402514408524,19,-0.3218954184373268,39,0.35375764251773445,42,-0.34911836228442944,52,-0.6352156907418756,156,-0.39258462615577316,2
2022-01-14,4,05 08 13 22 48,25,1,2,5,-0.703935345334755,8,-1.2602685793526487,13,-1.6658975467392119,22,-1.9400374815552481,48,-1.0261176542753374,96,-1.75890696820402,2
2022-01-11,3,02 03 19 52 58,16,0,2,2,-1.0483500636530472,3,-1.6868018343141589,19,-1.199823272295301,52,0.44634119735098,58,-0.04886274544168273,134,-0.893569484906797,2
2022-01-07,2,07 29 43 56 57,6,0,3,7,-0.4743255331225602,29,0.5311710914856933,43,0.6644738254803416,56,0.7645250212051438,57,-0.1465882363250482,192,0.42720877907317484,4
2022-01-04,1,04 06 16 21 22,1,1,3,4,-0.8187402514408524,6,-1.4308818813372528,16,-1.4328604095172564,21,-2.019583437518789,22,-3.5669804172428394,69,-2.373752022125731,1
2021-12-31,105,02 05 30 46 61,8,0,3,2,-1.0483500636530472,5,-1.5161885323295548,30,-0.34535376914813154,46,-0.03093453843026567,61,0.24431372720841366,144,-0.6658490945654225,2
2021-12-28,104,03 05 08 31 38,4,0,3,3,-0.9335451575469498,5,-1.5161885323295548,8,-2.054292775442471,31,-1.2241238778833798,38,-2.003372563108992,85,-2.0093993975795317,3
2021-12-24,103,16 17 25 36 37,16,0,2,16,0.5589186218323161,17,-0.4925087204219308,25,-0.7337489978513905,36,-0.8263940980656751,37,-2.1010980539923576,131,-0.9618856020092094,3
2021-12-21,102,25 31 58 64 67,24,0,3,25,1.5921627767871924,31,0.7017843934702973,58,1.8296595115901182,64,1.4008926689134713,67,0.8306666725086065,245,1.6341268478824593,3
2021-12-17,101,21 32 38 48 62,10,0,3,21,1.132943152362803,32,0.7870910444625993,38,0.2760785967770827,48,0.12815737349681622,62,0.3420392180917791,201,0.6321571303804119,1
2021-12-14,100,33 35 44 55 69,20,0,3,33,2.5106020256359716,35,1.0430109974395052,44,0.7421528712209934,55,0.6849790652416028,69,1.0261176542753374,236,1.4291784965752223,4
2021-12-10,99,23 25 40 42 60,8,0,2,23,1.3625529645749979,25,0.18994448751648524,40,0.43143668825838627,42,-0.34911836228442944,60,0.1465882363250482,190,0.38166470100489996,2
2021-12-07,98,01 07 40 43 68,1,1,2,1,-1.1631549697591446,7,-1.3455752303449509,40,0.43143668825838627,43,-0.26957240632088847,68,0.928392163391972,159,-0.32426850905336085,3
2021-12-03,97,22 45 48 58 61,13,1,5,22,1.2477480584689005,45,1.8960775073625253,48,1.0528690541836006,58,0.9236169331322256,61,0.24431372720841366,234,1.3836344185069476,2
2021-11-30,96,07 08 26 30 39,17,1,2,7,-0.4743255331225602,8,-1.2602685793526487,26,-0.6560699521107387,30,-1.3036698338469208,39,-1.9056470722256265,110,-1.4400984217260957,2
2021-11-26,95,07 27 37 42 59,2,0,2,7,-0.4743255331225602,27,0.36055778950108924,37,0.1983995510364309,42,-0.34911836228442944,59,0.04886274544168273,172,-0.028232001609574064,4
2021-11-23,94,07 24 54 57 58,6,0,3,7,-0.4743255331225602,24,0.10463783652418325,54,1.5189433286275111,57,0.8440709771686846,58,-0.04886274544168273,200,0.6093850913462744,2
2021-11-19,93,05 23 52 53 59,18,0,5,5,-0.703935345334755,23,0.019331185531881245,52,1.3635852371462076,53,0.525887153314521,59,0.04886274544168273,192,0.42720877907317484,4
2021-11-16,92,06 22 44 53 65,3,1,3,6,-0.5891304392286576,22,-0.06597546546042075,44,0.7421528712209934,53,0.525887153314521,65,0.6352156907418756,190,0.38166470100489996,2
2021-11-12,91,30 32 42 46 48,15,1,2,30,2.1661873073176796,32,0.7870910444625993,42,0.5867947797396899,46,-0.03093453843026567,48,-1.0261176542753374,198,0.5638410132779995,0
2021-11-09,90,09 14 16 26 49,14,0,3,9,-0.24471572091036548,14,-0.7484286733988368,16,-1.4328604095172564,26,-1.6218536577010845,49,-0.928392163391972,114,-1.349010265589546,2
2021-11-05,89,10 15 20 66 68,18,0,2,10,-0.1299108148042681,15,-0.6631220224065347,20,-1.1221442265546493,66,1.559984580840553,68,0.928392163391972,179,0.13117227162938805,1
2021-11-02,88,05 10 26 58 65,9,1,2,5,-0.703935345334755,10,-1.0896552773680448,26,-0.6560699521107387,58,0.9236169331322256,65,0.6352156907418756,164,-0.21040831388267361,2
2021-10-29,87,15 26 28 35 45,4,0,3,15,0.44411371572621877,26,0.27525113850878724,28,-0.5007118606294351,35,-0.905940054029216,45,-1.3192941269254337,149,-0.5519888993947353,3
2021-10-26,86,06 14 19 56 62,9,1,4,6,-0.5891304392286576,14,-0.7484286733988368,19,-1.199823272295301,56,0.7645250212051438,62,0.3420392180917791,157,-0.3698125871216357,1
2021-10-22,85,09 14 26 29 66,22,0,3,9,-0.24471572091036548,14,-0.7484286733988368,26,-0.6560699521107387,29,-1.3832157898104616,66,0.732941181625241,144,-0.6658490945654225,2
2021-10-19,84,03 12 13 19 52,1,1,3,3,-0.9335451575469498,12,-0.9190419753834408,13,-1.6658975467392119,19,-2.178675349445871,52,-0.6352156907418756,99,-1.6905908511016075,3
2021-10-15,83,03 20 31 34 65,18,0,3,3,-0.9335451575469498,20,-0.23658876744502477,31,-0.2676747234074798,34,-0.9854860099927569,65,0.6352156907418756,153,-0.46090074325818553,3
2021-10-12,82,21 26 56 61 65,4,0,3,21,1.132943152362803,26,0.27525113850878724,56,1.6743014201088147,61,1.1622548010228484,65,0.6352156907418756,229,1.2697742233362603,3
2021-10-08,81,21 24 36 40 70,22,0,5,21,1.132943152362803,24,0.10463783652418325,36,0.12072050529577913,40,-0.5082102742115113,70,1.1238431451587028,191,0.4044367400390374,1
2021-10-05,80,07 11 18 30 36,4,0,3,7,-0.4743255331225602,11,-1.0043486263757428,18,-1.2775023180359528,30,-1.3036698338469208,36,-2.1988235448757227,102,-1.6222747339991952,2
2021-10-01,79,21 25 36 62 63,6,0,2,21,1.132943152362803,25,0.18994448751648524,36,0.12072050529577913,62,1.2418007569863894,63,0.4397647089751446,207,0.7687893645852365,3
2021-09-28,78,18 30 43 68 69,22,0,4,18,0.7885284340445109,30,0.6164777424779952,43,0.6644738254803416,68,1.719076492767635,69,1.0261176542753374,228,1.2470021843021228,2
2021-09-24,77,17 21 27 43 56,15,1,3,17,0.6737235279384135,21,-0.15128211645272277,27,-0.5783909063700868,43,-0.26957240632088847,56,-0.24431372720841366,164,-0.21040831388267361,4
2021-09-21,76,36 41 45 51 56,13,1,3,36,2.8550167439542635,41,1.5548509033933173,45,0.8198319169616451,51,0.366795241387439,56,-0.24431372720841366,229,1.2697742233362603,3
2021-09-17,75,17 32 40 59 61,18,0,3,17,0.6737235279384135,32,0.7870910444625993,40,0.43143668825838627,59,1.0031628890957665,61,0.24431372720841366,209,0.8143334426535114,3
2021-09-14,74,04 13 19 63 64,16,0,2,4,-0.8187402514408524,13,-0.8337353243911387,19,-1.199823272295301,63,1.3213467129499303,64,0.5374901998585101,163,-0.23318035291681108,3
2021-09-10,73,20 32 35 47 64,18,0,2,20,1.0181382462567057,32,0.7870910444625993,35,0.04304145955512735,47,0.04861141753327527,64,0.5374901998585101,198,0.5638410132779995,2
2021-09-07,72,15 17 25 32 53,12,0,3,15,0.44411371572621877,17,-0.4925087204219308,25,-0.7337489978513905,32,-1.1445779219198389,53,-0.5374901998585101,142,-0.7113931726336974,4
2021-09-03,71,07 10 12 61 65,3,1,2,7,-0.4743255331225602,10,-1.0896552773680448,12,-1.7435765924798636,61,1.1622548010228484,65,0.6352156907418756,155,-0.4153566651899106,3
2021-08-31,70,08 14 31 58 68,15,1,3,8,-0.35952062701646287,14,-0.7484286733988368,31,-0.2676747234074798,58,0.9236169331322256,68,0.928392163391972,179,0.13117227162938805,1
2021-08-27,69,01 10 44 47 56,23,1,3,1,-1.1631549697591446,10,-1.0896552773680448,44,0.7421528712209934,47,0.04861141753327527,56,-0.24431372720841366,158,-0.3470405480874983,2
2021-08-24,68,17 18 26 52 67,19,1,2,17,0.6737235279384135,18,-0.4072020694296288,26,-0.6560699521107387,52,0.44634119735098,67,0.8306666725086065,180,0.15394431066352549,2
2021-08-20,67,41 43 51 57 70,1,1,2,41,3.4290412744847507,43,1.7254642053779212,51,1.2859061914055558,57,0.8440709771686846,70,1.1238431451587028,262,2.021251511462796,4
2021-08-17,66,03 06 16 38 56,24,0,3,3,-0.9335451575469498,6,-1.4308818813372528,16,-1.4328604095172564,38,-0.6673021861385932,56,-0.24431372720841366,119,-1.2351500704188587,1
