Draw Date,Winning Numbers,Mega Ball,Multiplier
08/19/2016,22 37 45 65 73,13,05
08/16/2016,02 43 52 62 63,06,05
08/12/2016,04 41 44 56 69,10,04
08/09/2016,12 19 20 44 66,01,05
08/05/2016,05 18 28 54 74,06,04
08/02/2016,03 12 36 54 70,12,05
07/29/2016,11 16 19 31 48,04,05
07/26/2016,01 04 31 36 54,09,03
07/22/2016,08 24 25 26 30,07,04
07/19/2016,03 34 54 65 66,04,05
07/15/2016,16 51 52 56 58,04,02
07/12/2016,06 08 22 46 68,04,04
07/08/2016,08 19 20 55 73,05,02
07/05/2016,29 46 53 64 73,10,05
07/01/2016,20 41 42 45 49,14,02
06/28/2016,15 17 20 35 55,07,02
06/24/2016,11 14 54 57 63,11,05
06/21/2016,06 13 21 49 50,10,05
06/17/2016,20 23 30 44 59,09,05
06/14/2016,36 37 38 52 62,06,05
06/10/2016,34 61 66 67 68,07,05
06/07/2016,25 48 51 65 72,04,04
06/03/2016,32 54 65 66 71,10,03
05/31/2016,09 31 34 41 49,08,05
05/27/2016,18 41 50 68 70,09,03
05/24/2016,11 50 51 70 75,15,04
05/20/2016,19 24 26 40 68,08,02
05/17/2016,17 24 27 48 75,06,03
05/13/2016,20 21 38 54 66,07,04
05/10/2016,12 22 46 56 74,04,03
05/06/2016,14 26 27 32 36,07,04
05/03/2016,28 29 33 36 45,15,05
04/29/2016,05 06 37 55 74,10,05
04/26/2016,14 16 17 28 48,02,02
04/22/2016,02 19 21 42 60,13,05
04/19/2016,09 28 40 57 65,02,05
04/15/2016,09 10 34 37 73,09,05
04/12/2016,07 11 59 62 63,03,05
04/08/2016,31 38 52 65 71,15,03
04/05/2016,13 45 52 53 57,10,05
04/01/2016,25 28 33 41 69,06,02
03/29/2016,33 38 40 46 49,15,05
03/25/2016,04 11 12 35 46,12,02
03/22/2016,06 19 34 38 70,05,05
03/18/2016,05 08 57 59 73,13,05
03/15/2016,18 26 30 44 68,07,04
03/11/2016,14 18 48 54 71,13,04
03/08/2016,27 37 54 66 69,05,05
03/04/2016,21 26 33 48 73,14,04
03/01/2016,01 29 33 34 55,06,05
02/26/2016,03 15 19 62 74,14,04
02/23/2016,16 32 39 53 57,10,05
02/19/2016,02 27 41 50 75,04,04
02/16/2016,09 31 33 46 64,04,03
02/12/2016,01 07 44 68 73,01,03
02/09/2016,03 42 46 56 71,13,04
02/05/2016,04 06 23 55 75,02,03
02/02/2016,07 13 25 51 70,09,04
01/29/2016,20 28 49 51 52,06,02
01/26/2016,14 27 39 50 69,02,02
01/22/2016,21 25 40 46 56,03,05
01/19/2016,02 17 31 39 47,09,02
01/15/2016,29 41 53 54 70,12,02
01/12/2016,15 27 29 31 48,15,04
01/08/2016,11 39 51 57 75,02,05
01/05/2016,01 04 36 48 57,13,05
01/01/2016,07 18 37 38 39,09,05
