draw_date,variable,value
08/18/2020,mega_ball,23
08/18/2020,multiplier,4.0
08/18/2020,pick5_1,4
08/18/2020,pick5_2,18
08/18/2020,pick5_3,26
08/18/2020,pick5_4,27
08/18/2020,pick5_5,58
08/18/2020,winning_numbers,04 18 26 27 58
08/14/2020,mega_ball,13
08/14/2020,multiplier,2.0
08/14/2020,pick5_1,3
08/14/2020,pick5_2,24
08/14/2020,pick5_3,29
08/14/2020,pick5_4,42
08/14/2020,pick5_5,47
08/14/2020,winning_numbers,03 24 29 42 47
08/11/2020,mega_ball,9
08/11/2020,multiplier,4.0
08/11/2020,pick5_1,8
08/11/2020,pick5_2,22
08/11/2020,pick5_3,29
08/11/2020,pick5_4,43
08/11/2020,pick5_5,56
08/11/2020,winning_numbers,08 22 29 43 56
08/07/2020,mega_ball,3
08/07/2020,multiplier,2.0
08/07/2020,pick5_1,4
08/07/2020,pick5_2,44
08/07/2020,pick5_3,53
08/07/2020,pick5_4,64
08/07/2020,pick5_5,70
08/07/2020,winning_numbers,04 44 53 64 70
08/04/2020,mega_ball,20
08/04/2020,multiplier,3.0
08/04/2020,pick5_1,2
08/04/2020,pick5_2,22
08/04/2020,pick5_3,30
08/04/2020,pick5_4,42
08/04/2020,pick5_5,62
08/04/2020,winning_numbers,02 22 30 42 62
07/31/2020,mega_ball,23
07/31/2020,multiplier,2.0
07/31/2020,pick5_1,12
07/31/2020,pick5_2,35
07/31/2020,pick5_3,46
07/31/2020,pick5_4,48
07/31/2020,pick5_5,69
07/31/2020,winning_numbers,12 35 46 48 69
07/28/2020,mega_ball,19
07/28/2020,multiplier,4.0
07/28/2020,pick5_1,17
07/28/2020,pick5_2,20
07/28/2020,pick5_3,27
07/28/2020,pick5_4,31
07/28/2020,pick5_5,34
07/28/2020,winning_numbers,17 20 27 31 34
07/24/2020,mega_ball,17
07/24/2020,multiplier,3.0
07/24/2020,pick5_1,8
07/24/2020,pick5_2,33
07/24/2020,pick5_3,39
07/24/2020,pick5_4,54
07/24/2020,pick5_5,58
07/24/2020,winning_numbers,08 33 39 54 58
07/21/2020,mega_ball,15
07/21/2020,multiplier,3.0
07/21/2020,pick5_1,14
07/21/2020,pick5_2,25
07/21/2020,pick5_3,26
07/21/2020,pick5_4,41
07/21/2020,pick5_5,43
07/21/2020,winning_numbers,14 25 26 41 43
07/17/2020,mega_ball,21
07/17/2020,multiplier,3.0
07/17/2020,pick5_1,12
07/17/2020,pick5_2,13
07/17/2020,pick5_3,21
07/17/2020,pick5_4,46
07/17/2020,pick5_5,57
07/17/2020,winning_numbers,12 13 21 46 57
07/14/2020,mega_ball,22
07/14/2020,multiplier,4.0
07/14/2020,pick5_1,6
07/14/2020,pick5_2,26
07/14/2020,pick5_3,55
07/14/2020,pick5_4,56
07/14/2020,pick5_5,64
07/14/2020,winning_numbers,06 26 55 56 64
07/10/2020,mega_ball,22
07/10/2020,multiplier,5.0
07/10/2020,pick5_1,10
07/10/2020,pick5_2,15
07/10/2020,pick5_3,20
07/10/2020,pick5_4,49
07/10/2020,pick5_5,53
07/10/2020,winning_numbers,10 15 20 49 53
07/07/2020,mega_ball,18
07/07/2020,multiplier,3.0
07/07/2020,pick5_1,16
07/07/2020,pick5_2,20
07/07/2020,pick5_3,25
07/07/2020,pick5_4,30
07/07/2020,pick5_5,43
07/07/2020,winning_numbers,16 20 25 30 43
07/03/2020,mega_ball,24
07/03/2020,multiplier,2.0
07/03/2020,pick5_1,20
07/03/2020,pick5_2,40
07/03/2020,pick5_3,44
07/03/2020,pick5_4,45
07/03/2020,pick5_5,50
07/03/2020,winning_numbers,20 40 44 45 50
06/30/2020,mega_ball,11
06/30/2020,multiplier,2.0
06/30/2020,pick5_1,9
06/30/2020,pick5_2,16
06/30/2020,pick5_3,29
06/30/2020,pick5_4,37
06/30/2020,pick5_5,53
06/30/2020,winning_numbers,09 16 29 37 53
06/26/2020,mega_ball,6
06/26/2020,multiplier,2.0
06/26/2020,pick5_1,19
06/26/2020,pick5_2,33
06/26/2020,pick5_3,37
06/26/2020,pick5_4,56
06/26/2020,pick5_5,57
06/26/2020,winning_numbers,19 33 37 56 57
06/23/2020,mega_ball,15
06/23/2020,multiplier,3.0
06/23/2020,pick5_1,6
06/23/2020,pick5_2,20
06/23/2020,pick5_3,37
06/23/2020,pick5_4,40
06/23/2020,pick5_5,48
06/23/2020,winning_numbers,06 20 37 40 48
06/19/2020,mega_ball,7
06/19/2020,multiplier,2.0
06/19/2020,pick5_1,11
06/19/2020,pick5_2,34
06/19/2020,pick5_3,36
06/19/2020,pick5_4,52
06/19/2020,pick5_5,66
06/19/2020,winning_numbers,11 34 36 52 66
06/16/2020,mega_ball,6
06/16/2020,multiplier,3.0
06/16/2020,pick5_1,21
06/16/2020,pick5_2,23
06/16/2020,pick5_3,33
06/16/2020,pick5_4,35
06/16/2020,pick5_5,42
06/16/2020,winning_numbers,21 23 33 35 42
06/12/2020,mega_ball,2
06/12/2020,multiplier,3.0
06/12/2020,pick5_1,9
06/12/2020,pick5_2,14
06/12/2020,pick5_3,57
06/12/2020,pick5_4,67
06/12/2020,pick5_5,70
06/12/2020,winning_numbers,09 14 57 67 70
06/09/2020,mega_ball,22
06/09/2020,multiplier,2.0
06/09/2020,pick5_1,1
06/09/2020,pick5_2,5
06/09/2020,pick5_3,9
06/09/2020,pick5_4,10
06/09/2020,pick5_5,23
06/09/2020,winning_numbers,01 05 09 10 23
06/05/2020,mega_ball,22
06/05/2020,multiplier,3.0
06/05/2020,pick5_1,32
06/05/2020,pick5_2,35
06/05/2020,pick5_3,37
06/05/2020,pick5_4,47
06/05/2020,pick5_5,55
06/05/2020,winning_numbers,32 35 37 47 55
06/02/2020,mega_ball,8
06/02/2020,multiplier,3.0
06/02/2020,pick5_1,9
06/02/2020,pick5_2,20
06/02/2020,pick5_3,23
06/02/2020,pick5_4,26
06/02/2020,pick5_5,29
06/02/2020,winning_numbers,09 20 23 26 29
05/29/2020,mega_ball,3
05/29/2020,multiplier,2.0
05/29/2020,pick5_1,10
05/29/2020,pick5_2,13
05/29/2020,pick5_3,32
05/29/2020,pick5_4,41
05/29/2020,pick5_5,51
05/29/2020,winning_numbers,10 13 32 41 51
05/26/2020,mega_ball,4
05/26/2020,multiplier,3.0
05/26/2020,pick5_1,34
05/26/2020,pick5_2,52
05/26/2020,pick5_3,58
05/26/2020,pick5_4,59
05/26/2020,pick5_5,62
05/26/2020,winning_numbers,34 52 58 59 62
05/22/2020,mega_ball,18
05/22/2020,multiplier,4.0
05/22/2020,pick5_1,8
05/22/2020,pick5_2,10
05/22/2020,pick5_3,20
05/22/2020,pick5_4,44
05/22/2020,pick5_5,46
05/22/2020,winning_numbers,08 10 20 44 46
05/19/2020,mega_ball,9
05/19/2020,multiplier,2.0
05/19/2020,pick5_1,8
05/19/2020,pick5_2,19
05/19/2020,pick5_3,25
05/19/2020,pick5_4,36
05/19/2020,pick5_5,66
05/19/2020,winning_numbers,08 19 25 36 66
05/15/2020,mega_ball,25
05/15/2020,multiplier,3.0
05/15/2020,pick5_1,11
05/15/2020,pick5_2,17
05/15/2020,pick5_3,32
05/15/2020,pick5_4,33
05/15/2020,pick5_5,46
05/15/2020,winning_numbers,11 17 32 33 46
05/12/2020,mega_ball,5
05/12/2020,multiplier,5.0
05/12/2020,pick5_1,7
05/12/2020,pick5_2,16
05/12/2020,pick5_3,27
05/12/2020,pick5_4,44
05/12/2020,pick5_5,52
05/12/2020,winning_numbers,07 16 27 44 52
05/08/2020,mega_ball,4
05/08/2020,multiplier,2.0
05/08/2020,pick5_1,5
05/08/2020,pick5_2,20
05/08/2020,pick5_3,22
05/08/2020,pick5_4,61
05/08/2020,pick5_5,70
05/08/2020,winning_numbers,05 20 22 61 70
05/05/2020,mega_ball,14
05/05/2020,multiplier,2.0
05/05/2020,pick5_1,7
05/05/2020,pick5_2,13
05/05/2020,pick5_3,17
05/05/2020,pick5_4,21
05/05/2020,pick5_5,45
05/05/2020,winning_numbers,07 13 17 21 45
05/01/2020,mega_ball,14
05/01/2020,multiplier,2.0
05/01/2020,pick5_1,28
05/01/2020,pick5_2,30
05/01/2020,pick5_3,31
05/01/2020,pick5_4,35
05/01/2020,pick5_5,66
05/01/2020,winning_numbers,28 30 31 35 66
04/28/2020,mega_ball,17
04/28/2020,multiplier,3.0
04/28/2020,pick5_1,13
04/28/2020,pick5_2,19
04/28/2020,pick5_3,53
04/28/2020,pick5_4,54
04/28/2020,pick5_5,63
04/28/2020,winning_numbers,13 19 53 54 63
04/24/2020,mega_ball,18
04/24/2020,multiplier,2.0
04/24/2020,pick5_1,1
04/24/2020,pick5_2,27
04/24/2020,pick5_3,32
04/24/2020,pick5_4,60
04/24/2020,pick5_5,67
04/24/2020,winning_numbers,01 27 32 60 67
04/21/2020,mega_ball,17
04/21/2020,multiplier,2.0
04/21/2020,pick5_1,13
04/21/2020,pick5_2,15
04/21/2020,pick5_3,24
04/21/2020,pick5_4,67
04/21/2020,pick5_5,70
04/21/2020,winning_numbers,13 15 24 67 70
04/17/2020,mega_ball,14
04/17/2020,multiplier,4.0
04/17/2020,pick5_1,13
04/17/2020,pick5_2,35
04/17/2020,pick5_3,39
04/17/2020,pick5_4,46
04/17/2020,pick5_5,55
04/17/2020,winning_numbers,13 35 39 46 55
04/14/2020,mega_ball,7
04/14/2020,multiplier,4.0
04/14/2020,pick5_1,29
04/14/2020,pick5_2,47
04/14/2020,pick5_3,65
04/14/2020,pick5_4,69
04/14/2020,pick5_5,70
04/14/2020,winning_numbers,29 47 65 69 70
04/10/2020,mega_ball,13
04/10/2020,multiplier,2.0
04/10/2020,pick5_1,2
04/10/2020,pick5_2,11
04/10/2020,pick5_3,21
04/10/2020,pick5_4,57
04/10/2020,pick5_5,60
04/10/2020,winning_numbers,02 11 21 57 60
04/07/2020,mega_ball,20
04/07/2020,multiplier,2.0
04/07/2020,pick5_1,25
04/07/2020,pick5_2,33
04/07/2020,pick5_3,43
04/07/2020,pick5_4,51
04/07/2020,pick5_5,68
04/07/2020,winning_numbers,25 33 43 51 68
04/03/2020,mega_ball,17
04/03/2020,multiplier,4.0
04/03/2020,pick5_1,24
04/03/2020,pick5_2,38
04/03/2020,pick5_3,44
04/03/2020,pick5_4,57
04/03/2020,pick5_5,58
04/03/2020,winning_numbers,24 38 44 57 58
03/31/2020,mega_ball,2
03/31/2020,multiplier,4.0
03/31/2020,pick5_1,8
03/31/2020,pick5_2,17
03/31/2020,pick5_3,51
03/31/2020,pick5_4,57
03/31/2020,pick5_5,70
03/31/2020,winning_numbers,08 17 51 57 70
03/27/2020,mega_ball,1
03/27/2020,multiplier,4.0
03/27/2020,pick5_1,3
03/27/2020,pick5_2,25
03/27/2020,pick5_3,28
03/27/2020,pick5_4,50
03/27/2020,pick5_5,60
03/27/2020,winning_numbers,03 25 28 50 60
03/24/2020,mega_ball,14
03/24/2020,multiplier,2.0
03/24/2020,pick5_1,2
03/24/2020,pick5_2,8
03/24/2020,pick5_3,16
03/24/2020,pick5_4,18
03/24/2020,pick5_5,31
03/24/2020,winning_numbers,02 08 16 18 31
03/20/2020,mega_ball,5
03/20/2020,multiplier,4.0
03/20/2020,pick5_1,34
03/20/2020,pick5_2,35
03/20/2020,pick5_3,41
03/20/2020,pick5_4,45
03/20/2020,pick5_5,54
03/20/2020,winning_numbers,34 35 41 45 54
03/17/2020,mega_ball,25
03/17/2020,multiplier,3.0
03/17/2020,pick5_1,20
03/17/2020,pick5_2,27
03/17/2020,pick5_3,28
03/17/2020,pick5_4,58
03/17/2020,pick5_5,59
03/17/2020,winning_numbers,20 27 28 58 59
03/13/2020,mega_ball,22
03/13/2020,multiplier,4.0
03/13/2020,pick5_1,7
03/13/2020,pick5_2,22
03/13/2020,pick5_3,37
03/13/2020,pick5_4,43
03/13/2020,pick5_5,44
03/13/2020,winning_numbers,07 22 37 43 44
03/10/2020,mega_ball,12
03/10/2020,multiplier,5.0
03/10/2020,pick5_1,6
03/10/2020,pick5_2,17
03/10/2020,pick5_3,48
03/10/2020,pick5_4,54
03/10/2020,pick5_5,69
03/10/2020,winning_numbers,06 17 48 54 69
03/06/2020,mega_ball,4
03/06/2020,multiplier,4.0
03/06/2020,pick5_1,15
03/06/2020,pick5_2,48
03/06/2020,pick5_3,56
03/06/2020,pick5_4,58
03/06/2020,pick5_5,70
03/06/2020,winning_numbers,15 48 56 58 70
03/03/2020,mega_ball,2
03/03/2020,multiplier,2.0
03/03/2020,pick5_1,8
03/03/2020,pick5_2,12
03/03/2020,pick5_3,33
03/03/2020,pick5_4,56
03/03/2020,pick5_5,64
03/03/2020,winning_numbers,08 12 33 56 64
02/28/2020,mega_ball,17
02/28/2020,multiplier,2.0
02/28/2020,pick5_1,2
02/28/2020,pick5_2,3
02/28/2020,pick5_3,14
02/28/2020,pick5_4,41
02/28/2020,pick5_5,64
02/28/2020,winning_numbers,02 03 14 41 64
02/25/2020,mega_ball,15
02/25/2020,multiplier,2.0
02/25/2020,pick5_1,2
02/25/2020,pick5_2,9
02/25/2020,pick5_3,43
02/25/2020,pick5_4,49
02/25/2020,pick5_5,63
02/25/2020,winning_numbers,02 09 43 49 63
02/21/2020,mega_ball,6
02/21/2020,multiplier,4.0
02/21/2020,pick5_1,4
02/21/2020,pick5_2,7
02/21/2020,pick5_3,13
02/21/2020,pick5_4,16
02/21/2020,pick5_5,60
02/21/2020,winning_numbers,04 07 13 16 60
02/18/2020,mega_ball,4
02/18/2020,multiplier,3.0
02/18/2020,pick5_1,6
02/18/2020,pick5_2,12
02/18/2020,pick5_3,39
02/18/2020,pick5_4,61
02/18/2020,pick5_5,70
02/18/2020,winning_numbers,06 12 39 61 70
02/14/2020,mega_ball,18
02/14/2020,multiplier,5.0
02/14/2020,pick5_1,10
02/14/2020,pick5_2,32
02/14/2020,pick5_3,48
02/14/2020,pick5_4,54
02/14/2020,pick5_5,55
02/14/2020,winning_numbers,10 32 48 54 55
02/11/2020,mega_ball,6
02/11/2020,multiplier,2.0
02/11/2020,pick5_1,4
02/11/2020,pick5_2,6
02/11/2020,pick5_3,32
02/11/2020,pick5_4,52
02/11/2020,pick5_5,64
02/11/2020,winning_numbers,04 06 32 52 64
02/07/2020,mega_ball,4
02/07/2020,multiplier,3.0
02/07/2020,pick5_1,9
02/07/2020,pick5_2,14
02/07/2020,pick5_3,27
02/07/2020,pick5_4,36
02/07/2020,pick5_5,52
02/07/2020,winning_numbers,09 14 27 36 52
02/04/2020,mega_ball,10
02/04/2020,multiplier,2.0
02/04/2020,pick5_1,32
02/04/2020,pick5_2,48
02/04/2020,pick5_3,50
02/04/2020,pick5_4,51
02/04/2020,pick5_5,64
02/04/2020,winning_numbers,32 48 50 51 64
01/31/2020,mega_ball,19
01/31/2020,multiplier,2.0
01/31/2020,pick5_1,28
01/31/2020,pick5_2,31
01/31/2020,pick5_3,33
01/31/2020,pick5_4,57
01/31/2020,pick5_5,62
01/31/2020,winning_numbers,28 31 33 57 62
01/28/2020,mega_ball,21
01/28/2020,multiplier,3.0
01/28/2020,pick5_1,17
01/28/2020,pick5_2,36
01/28/2020,pick5_3,47
01/28/2020,pick5_4,51
01/28/2020,pick5_5,62
01/28/2020,winning_numbers,17 36 47 51 62
01/24/2020,mega_ball,24
01/24/2020,multiplier,4.0
01/24/2020,pick5_1,3
01/24/2020,pick5_2,4
01/24/2020,pick5_3,18
01/24/2020,pick5_4,23
01/24/2020,pick5_5,38
01/24/2020,winning_numbers,03 04 18 23 38
01/21/2020,mega_ball,8
01/21/2020,multiplier,3.0
01/21/2020,pick5_1,16
01/21/2020,pick5_2,18
01/21/2020,pick5_3,29
01/21/2020,pick5_4,31
01/21/2020,pick5_5,37
01/21/2020,winning_numbers,16 18 29 31 37
01/17/2020,mega_ball,9
01/17/2020,multiplier,3.0
01/17/2020,pick5_1,3
01/17/2020,pick5_2,25
01/17/2020,pick5_3,30
01/17/2020,pick5_4,54
01/17/2020,pick5_5,70
01/17/2020,winning_numbers,03 25 30 54 70
01/14/2020,mega_ball,11
01/14/2020,multiplier,2.0
01/14/2020,pick5_1,9
01/14/2020,pick5_2,11
01/14/2020,pick5_3,13
01/14/2020,pick5_4,31
01/14/2020,pick5_5,47
01/14/2020,winning_numbers,09 11 13 31 47
01/10/2020,mega_ball,2
01/10/2020,multiplier,2.0
01/10/2020,pick5_1,17
01/10/2020,pick5_2,27
01/10/2020,pick5_3,49
01/10/2020,pick5_4,51
01/10/2020,pick5_5,66
01/10/2020,winning_numbers,17 27 49 51 66
01/07/2020,mega_ball,21
01/07/2020,multiplier,4.0
01/07/2020,pick5_1,25
01/07/2020,pick5_2,40
01/07/2020,pick5_3,41
01/07/2020,pick5_4,52
01/07/2020,pick5_5,56
01/07/2020,winning_numbers,25 40 41 52 56
01/03/2020,mega_ball,16
01/03/2020,multiplier,2.0
01/03/2020,pick5_1,37
01/03/2020,pick5_2,41
01/03/2020,pick5_3,42
01/03/2020,pick5_4,53
01/03/2020,pick5_5,63
01/03/2020,winning_numbers,37 41 42 53 63
12/31/2019,mega_ball,11
12/31/2019,multiplier,3.0
12/31/2019,pick5_1,30
12/31/2019,pick5_2,44
12/31/2019,pick5_3,49
12/31/2019,pick5_4,53
12/31/2019,pick5_5,56
12/31/2019,winning_numbers,30 44 49 53 56
12/27/2019,mega_ball,24
12/27/2019,multiplier,4.0
12/27/2019,pick5_1,17
12/27/2019,pick5_2,34
12/27/2019,pick5_3,40
12/27/2019,pick5_4,63
12/27/2019,pick5_5,64
12/27/2019,winning_numbers,17 34 40 63 64
12/24/2019,mega_ball,11
12/24/2019,multiplier,2.0
12/24/2019,pick5_1,27
12/24/2019,pick5_2,37
12/24/2019,pick5_3,48
12/24/2019,pick5_4,63
12/24/2019,pick5_5,66
12/24/2019,winning_numbers,27 37 48 63 66
12/20/2019,mega_ball,16
12/20/2019,multiplier,3.0
12/20/2019,pick5_1,3
12/20/2019,pick5_2,20
12/20/2019,pick5_3,23
12/20/2019,pick5_4,35
12/20/2019,pick5_5,60
12/20/2019,winning_numbers,03 20 23 35 60
12/17/2019,mega_ball,16
12/17/2019,multiplier,2.0
12/17/2019,pick5_1,22
12/17/2019,pick5_2,30
12/17/2019,pick5_3,53
12/17/2019,pick5_4,55
12/17/2019,pick5_5,56
12/17/2019,winning_numbers,22 30 53 55 56
12/13/2019,mega_ball,22
12/13/2019,multiplier,3.0
12/13/2019,pick5_1,17
12/13/2019,pick5_2,21
12/13/2019,pick5_3,29
12/13/2019,pick5_4,39
12/13/2019,pick5_5,56
12/13/2019,winning_numbers,17 21 29 39 56
12/10/2019,mega_ball,25
12/10/2019,multiplier,2.0
12/10/2019,pick5_1,18
12/10/2019,pick5_2,31
12/10/2019,pick5_3,46
12/10/2019,pick5_4,54
12/10/2019,pick5_5,61
12/10/2019,winning_numbers,18 31 46 54 61
12/06/2019,mega_ball,20
12/06/2019,multiplier,5.0
12/06/2019,pick5_1,20
12/06/2019,pick5_2,31
12/06/2019,pick5_3,40
12/06/2019,pick5_4,46
12/06/2019,pick5_5,61
12/06/2019,winning_numbers,20 31 40 46 61
12/03/2019,mega_ball,19
12/03/2019,multiplier,2.0
12/03/2019,pick5_1,23
12/03/2019,pick5_2,43
12/03/2019,pick5_3,60
12/03/2019,pick5_4,63
12/03/2019,pick5_5,69
12/03/2019,winning_numbers,23 43 60 63 69
11/29/2019,mega_ball,9
11/29/2019,multiplier,2.0
11/29/2019,pick5_1,6
11/29/2019,pick5_2,8
11/29/2019,pick5_3,31
11/29/2019,pick5_4,50
11/29/2019,pick5_5,65
11/29/2019,winning_numbers,06 08 31 50 65
11/26/2019,mega_ball,13
11/26/2019,multiplier,2.0
11/26/2019,pick5_1,8
11/26/2019,pick5_2,27
11/26/2019,pick5_3,29
11/26/2019,pick5_4,38
11/26/2019,pick5_5,43
11/26/2019,winning_numbers,08 27 29 38 43
11/22/2019,mega_ball,24
11/22/2019,multiplier,4.0
11/22/2019,pick5_1,7
11/22/2019,pick5_2,12
11/22/2019,pick5_3,17
11/22/2019,pick5_4,49
11/22/2019,pick5_5,53
11/22/2019,winning_numbers,07 12 17 49 53
11/19/2019,mega_ball,22
11/19/2019,multiplier,3.0
11/19/2019,pick5_1,22
11/19/2019,pick5_2,43
11/19/2019,pick5_3,44
11/19/2019,pick5_4,47
11/19/2019,pick5_5,66
11/19/2019,winning_numbers,22 43 44 47 66
11/15/2019,mega_ball,20
11/15/2019,multiplier,2.0
11/15/2019,pick5_1,12
11/15/2019,pick5_2,19
11/15/2019,pick5_3,34
11/15/2019,pick5_4,35
11/15/2019,pick5_5,68
11/15/2019,winning_numbers,12 19 34 35 68
11/12/2019,mega_ball,24
11/12/2019,multiplier,2.0
11/12/2019,pick5_1,19
11/12/2019,pick5_2,30
11/12/2019,pick5_3,44
11/12/2019,pick5_4,56
11/12/2019,pick5_5,65
11/12/2019,winning_numbers,19 30 44 56 65
11/08/2019,mega_ball,14
11/08/2019,multiplier,3.0
11/08/2019,pick5_1,3
11/08/2019,pick5_2,4
11/08/2019,pick5_3,10
11/08/2019,pick5_4,39
11/08/2019,pick5_5,58
11/08/2019,winning_numbers,03 04 10 39 58
11/05/2019,mega_ball,19
11/05/2019,multiplier,3.0
11/05/2019,pick5_1,2
11/05/2019,pick5_2,9
11/05/2019,pick5_3,24
11/05/2019,pick5_4,49
11/05/2019,pick5_5,54
11/05/2019,winning_numbers,02 09 24 49 54
11/01/2019,mega_ball,22
11/01/2019,multiplier,2.0
11/01/2019,pick5_1,9
11/01/2019,pick5_2,20
11/01/2019,pick5_3,36
11/01/2019,pick5_4,41
11/01/2019,pick5_5,54
11/01/2019,winning_numbers,09 20 36 41 54
10/29/2019,mega_ball,22
10/29/2019,multiplier,2.0
10/29/2019,pick5_1,4
10/29/2019,pick5_2,9
10/29/2019,pick5_3,17
10/29/2019,pick5_4,27
10/29/2019,pick5_5,39
10/29/2019,winning_numbers,04 09 17 27 39
10/25/2019,mega_ball,6
10/25/2019,multiplier,3.0
10/25/2019,pick5_1,16
10/25/2019,pick5_2,24
10/25/2019,pick5_3,25
10/25/2019,pick5_4,52
10/25/2019,pick5_5,60
10/25/2019,winning_numbers,16 24 25 52 60
10/22/2019,mega_ball,10
10/22/2019,multiplier,4.0
10/22/2019,pick5_1,5
10/22/2019,pick5_2,11
10/22/2019,pick5_3,14
10/22/2019,pick5_4,23
10/22/2019,pick5_5,25
10/22/2019,winning_numbers,05 11 14 23 25
10/18/2019,mega_ball,20
10/18/2019,multiplier,3.0
10/18/2019,pick5_1,18
10/18/2019,pick5_2,58
10/18/2019,pick5_3,60
10/18/2019,pick5_4,65
10/18/2019,pick5_5,67
10/18/2019,winning_numbers,18 58 60 65 67
10/15/2019,mega_ball,2
10/15/2019,multiplier,2.0
10/15/2019,pick5_1,4
10/15/2019,pick5_2,12
10/15/2019,pick5_3,14
10/15/2019,pick5_4,35
10/15/2019,pick5_5,70
10/15/2019,winning_numbers,04 12 14 35 70
10/11/2019,mega_ball,8
10/11/2019,multiplier,3.0
10/11/2019,pick5_1,14
10/11/2019,pick5_2,22
10/11/2019,pick5_3,30
10/11/2019,pick5_4,37
10/11/2019,pick5_5,60
10/11/2019,winning_numbers,14 22 30 37 60
10/08/2019,mega_ball,23
10/08/2019,multiplier,3.0
10/08/2019,pick5_1,5
10/08/2019,pick5_2,8
10/08/2019,pick5_3,10
10/08/2019,pick5_4,17
10/08/2019,pick5_5,48
10/08/2019,winning_numbers,05 08 10 17 48
10/04/2019,mega_ball,17
10/04/2019,multiplier,2.0
10/04/2019,pick5_1,11
10/04/2019,pick5_2,38
10/04/2019,pick5_3,44
10/04/2019,pick5_4,48
10/04/2019,pick5_5,70
10/04/2019,winning_numbers,11 38 44 48 70
10/01/2019,mega_ball,3
10/01/2019,multiplier,2.0
10/01/2019,pick5_1,10
10/01/2019,pick5_2,17
10/01/2019,pick5_3,39
10/01/2019,pick5_4,42
10/01/2019,pick5_5,59
10/01/2019,winning_numbers,10 17 39 42 59
09/27/2019,mega_ball,20
09/27/2019,multiplier,3.0
09/27/2019,pick5_1,12
09/27/2019,pick5_2,20
09/27/2019,pick5_3,31
09/27/2019,pick5_4,43
09/27/2019,pick5_5,45
09/27/2019,winning_numbers,12 20 31 43 45
09/24/2019,mega_ball,9
09/24/2019,multiplier,4.0
09/24/2019,pick5_1,6
09/24/2019,pick5_2,14
09/24/2019,pick5_3,24
09/24/2019,pick5_4,42
09/24/2019,pick5_5,46
09/24/2019,winning_numbers,06 14 24 42 46
09/20/2019,mega_ball,22
09/20/2019,multiplier,2.0
09/20/2019,pick5_1,23
09/20/2019,pick5_2,24
09/20/2019,pick5_3,42
09/20/2019,pick5_4,48
09/20/2019,pick5_5,53
09/20/2019,winning_numbers,23 24 42 48 53
09/17/2019,mega_ball,1
09/17/2019,multiplier,4.0
09/17/2019,pick5_1,12
09/17/2019,pick5_2,15
09/17/2019,pick5_3,30
09/17/2019,pick5_4,50
09/17/2019,pick5_5,65
09/17/2019,winning_numbers,12 15 30 50 65
09/13/2019,mega_ball,5
09/13/2019,multiplier,2.0
09/13/2019,pick5_1,6
09/13/2019,pick5_2,16
09/13/2019,pick5_3,37
09/13/2019,pick5_4,59
09/13/2019,pick5_5,62
09/13/2019,winning_numbers,06 16 37 59 62
09/10/2019,mega_ball,24
09/10/2019,multiplier,2.0
09/10/2019,pick5_1,34
09/10/2019,pick5_2,47
09/10/2019,pick5_3,48
09/10/2019,pick5_4,50
09/10/2019,pick5_5,55
09/10/2019,winning_numbers,34 47 48 50 55
09/06/2019,mega_ball,10
09/06/2019,multiplier,4.0
09/06/2019,pick5_1,4
09/06/2019,pick5_2,11
09/06/2019,pick5_3,13
09/06/2019,pick5_4,19
09/06/2019,pick5_5,31
09/06/2019,winning_numbers,04 11 13 19 31
09/03/2019,mega_ball,5
09/03/2019,multiplier,2.0
09/03/2019,pick5_1,13
09/03/2019,pick5_2,20
09/03/2019,pick5_3,27
09/03/2019,pick5_4,61
09/03/2019,pick5_5,62
09/03/2019,winning_numbers,13 20 27 61 62
08/30/2019,mega_ball,10
08/30/2019,multiplier,4.0
08/30/2019,pick5_1,3
08/30/2019,pick5_2,9
08/30/2019,pick5_3,11
08/30/2019,pick5_4,34
08/30/2019,pick5_5,39
08/30/2019,winning_numbers,03 09 11 34 39
08/27/2019,mega_ball,6
08/27/2019,multiplier,2.0
08/27/2019,pick5_1,8
08/27/2019,pick5_2,12
08/27/2019,pick5_3,23
08/27/2019,pick5_4,39
08/27/2019,pick5_5,43
08/27/2019,winning_numbers,08 12 23 39 43
08/23/2019,mega_ball,21
08/23/2019,multiplier,2.0
08/23/2019,pick5_1,11
08/23/2019,pick5_2,15
08/23/2019,pick5_3,37
08/23/2019,pick5_4,54
08/23/2019,pick5_5,68
08/23/2019,winning_numbers,11 15 37 54 68
08/20/2019,mega_ball,4
08/20/2019,multiplier,3.0
08/20/2019,pick5_1,8
08/20/2019,pick5_2,14
08/20/2019,pick5_3,25
08/20/2019,pick5_4,51
08/20/2019,pick5_5,63
08/20/2019,winning_numbers,08 14 25 51 63
08/16/2019,mega_ball,14
08/16/2019,multiplier,2.0
08/16/2019,pick5_1,4
08/16/2019,pick5_2,14
08/16/2019,pick5_3,24
08/16/2019,pick5_4,26
08/16/2019,pick5_5,46
08/16/2019,winning_numbers,04 14 24 26 46
08/13/2019,mega_ball,5
08/13/2019,multiplier,3.0
08/13/2019,pick5_1,7
08/13/2019,pick5_2,27
08/13/2019,pick5_3,31
08/13/2019,pick5_4,34
08/13/2019,pick5_5,51
08/13/2019,winning_numbers,07 27 31 34 51
08/09/2019,mega_ball,1
08/09/2019,multiplier,2.0
08/09/2019,pick5_1,15
08/09/2019,pick5_2,53
08/09/2019,pick5_3,56
