order_date,product,category,region,units,unit_price,customer_id,sales_rep,revenue
2023-09-30,Laptop,Electronics,North,4.0,855.06,1086,Alice,3420.24
2023-04-14,Desk,Furniture,East,6.0,189.76,1033,Alice,1138.56
2023-10-26,Headset,Accessories,South,1.0,86.86,1012,Emma,86.86
2023-09-03,Keyboard,Accessories,East,7.0,48.8,1042,Emma,341.6
2023-06-25,Keyboard,Accessories,North,4.0,46.37,1061,Diego,185.48
2023-02-08,Laptop,Electronics,East,1.0,825.4,1092,Carla,825.4
2023-06-19,Monitor,Electronics,West,5.0,248.19,1099,Alice,1240.95
2023-09-04,Desk,Furniture,NORTH,2.0,203.43,1021,Emma,406.86
2023-01-26,Chair,Furniture,North,5.0,125.53,1051,Alice,627.65
2023-12-21,Mouse,Accessories,North,6.0,25.86,1051,Emma,155.16
2023-11-02,Keyboard,Accessories,East,3.0,43.52,1035,Bob,130.56
2023-01-13,Chair,Furniture,East,3.0,119.05,1072,Alice,357.15
2023-11-12,Chair,Furniture,South,3.0,134.86,1018,Bob,404.58
2023-11-09,Webcam,Accessories,North,5.0,64.0,1037,Alice,320.0
2023-02-05,Chair,Furniture,South,4.0,131.62,1069,Carla,526.48
2023-06-22,Chair,Furniture,East,2.0,121.63,1078,Diego,243.26
2023-01-20,Webcam,Accessories,South,3.0,63.45,1056,Bob,190.35
2023-11-17,Keyboard,Accessories,West,6.0,43.29,1019,Emma,259.74
2023-09-21,Chair,Furniture,North,6.0,129.16,1008,Carla,774.96
2023-05-22,Monitor,Electronics,East,3.0,251.73,1031,Alice,755.19
2023-05-23,Monitor,Electronics,South,3.0,252.66,1003,Bob,757.98
2023-04-02,Headset,Accessories,South,2.0,84.99,1049,Alice,169.98
2023-12-20,Webcam,Accessories,East,3.0,68.04,1081,Alice,204.12
2023-11-18,Headset,Accessories,East,2.0,73.28,1004,Alice,146.56
2023-10-15,Webcam,Accessories,West,6.0,66.37,1019,Diego,398.22
2023-08-03,Desk,Furniture,North,3.0,175.16,1086,Diego,525.48
2023-12-08,Desk,Furniture,North,5.0,181.98,1074,Emma,909.9
2023-02-20,Chair,Furniture,East,7.0,108.66,1036,Bob,760.62
2023-06-02,Mouse,Accessories,East,5.0,24.38,1021,Carla,121.9
2023-07-05,Desk,Furniture,North,6.0,184.62,1057,Carla,1107.72
2023-03-04,Mouse,Accessories,North,2.0,22.85,1067,Carla,45.7
2023-07-09,Desk,Furniture,North,5.0,184.1,1092,Alice,920.5
2023-05-05,Laptop,Electronics,West,2.0,1018.6,1043,Diego,2037.2
2023-05-30,Desk,Furniture,North,5.0,166.74,1033,Bob,833.7
2023-11-10,Headset,Accessories,South,5.0,87.29,1076,Alice,436.45
2023-02-27,Keyboard,Accessories,North,2.0,45.11,1041,Diego,90.22
2023-12-08,Chair,Furniture,South,4.0,127.66,1008,Diego,510.64
2023-11-01,Headset,Accessories,North,5.0,77.2,1094,Bob,386.0
2023-06-29,Keyboard,Accessories,South,3.0,42.29,1006,Bob,126.87
2023-06-19,Monitor,Electronics,North,7.0,235.03,1067,Bob,1645.21
2023-11-22,Headset,Accessories,West,6.0,73.41,1018,Alice,440.46
2023-09-28,Monitor,Electronics,North,4.0,236.6,1093,Emma,946.4
2023-02-23,Mouse,Accessories,South,2.0,26.65,1030,Bob,53.3
2023-04-11,Mouse,Accessories,West,4.0,28.01,1034,Emma,112.04
2023-09-21,Laptop,Electronics,East,1.0,993.18,1056,Alice,993.18
2023-02-22,Desk,Furniture,,1.0,192.83,1084,Emma,192.83
2023-03-01,Headset,Accessories,South,5.0,74.21,1060,Carla,371.05
2023-04-18,Monitor,Electronics,South,5.0,243.07,1030,Emma,1215.35
2023-01-05,Keyboard,Accessories,East,3.0,43.99,1082,Bob,131.97
2023-04-13,Mouse,Accessories,West,7.0,24.06,1094,Alice,168.42
2023-07-15,Desk,Furniture,East,6.0,185.18,1052,Bob,1111.08
2023-09-19,Mouse,Accessories,East,4.0,25.85,1031,Carla,103.4
2023-12-31,Keyboard,Accessories,East,1.0,44.51,1065,Bob,44.51
2023-12-16,Desk,Furniture,South,5.0,177.92,1058,Bob,889.6
2023-02-16,Desk,Furniture,North,6.0,199.29,1009,Bob,1195.74
2023-12-21,Monitor,Electronics,East,4.0,274.33,1001,Diego,1097.32
2023-11-07,Monitor,Electronics,West,5.0,244.24,1065,Carla,1221.2
2023-11-04,Headset,Accessories,North,5.0,90.28,1059,Bob,451.4
2023-05-24,Headset,Accessories,East,1.0,91.06,1087,Bob,91.06
2023-09-26,Webcam,Accessories,North,1.0,58.9,1016,Bob,58.9
2023-05-04,Chair,Furniture,South,5.0,118.63,1095,Alice,593.15
2023-04-16,Webcam,Accessories,North,2.0,61.58,1015,Diego,123.16
2023-06-07,Laptop,Electronics,South,5.0,1021.75,1015,Alice,5108.75
2023-05-27,Mouse,Accessories,,6.0,27.98,1045,Diego,167.88
2023-05-25,Headset,Accessories,SOUTH,5.0,74.05,1038,Bob,370.25
2023-04-30,Monitor,Electronics,EAST,3.0,249.55,1030,Carla,748.65
2023-11-15,Keyboard,Accessories,East,7.0,46.73,1087,Emma,327.11
2023-10-02,Monitor,Electronics,West,3.0,256.45,1000,Emma,769.35
2023-04-02,Mouse,Accessories,North,3.0,23.71,1010,Bob,71.13
2023-02-27,Webcam,Accessories,South,2.0,66.88,1084,Alice,133.76
2023-12-12,Monitor,Electronics,North,2.0,267.31,1003,Carla,534.62
2023-08-17,Chair,Furniture,West,5.0,133.14,1070,Diego,665.7
2023-04-27,Laptop,Electronics,West,3.0,1003.22,1025,Bob,3009.66
2023-11-14,Mouse,Accessories,SOUTH,2.0,27.18,1049,Carla,54.36
2023-10-06,Webcam,Accessories,West,1.0,60.59,1011,Carla,60.59
2023-05-07,Chair,Furniture,South,5.0,126.32,1094,Diego,631.6
2023-05-09,Keyboard,Accessories,East,6.0,42.3,1080,Carla,253.8
2023-02-27,Webcam,Accessories,North,7.0,64.1,1096,Alice,448.7
2023-05-02,Desk,Furniture,EAST,4.0,170.07,1074,Alice,680.28
2023-01-01,Chair,Furniture,North,5.0,128.82,1091,Alice,644.1
2023-08-27,Chair,Furniture,West,4.0,114.89,1095,Carla,459.56
2023-10-17,Laptop,Electronics,East,3.0,836.45,1064,Alice,2509.35
2023-04-06,Mouse,Accessories,East,7.0,23.53,1046,Diego,164.71
2023-05-06,Keyboard,Accessories,North,4.0,40.52,1091,Carla,162.08
2023-04-28,Laptop,Electronics,South,3.0,971.72,1052,Emma,2915.16
2023-02-17,Webcam,Accessories,North,1.0,64.99,1070,Carla,64.99
2023-03-30,Laptop,Electronics,South,4.0,925.86,1001,Diego,3703.44
2023-08-25,Chair,Furniture,North,7.0,112.84,1023,Emma,789.88
2023-09-29,Mouse,Accessories,West,5.0,23.02,1003,Carla,115.1
2023-07-08,Headset,Accessories,East,3.0,72.38,1018,Alice,217.14
2023-07-11,Laptop,Electronics,South,5.0,847.29,1025,Bob,4236.45
2023-03-10,Desk,Furniture,South,7.0,202.09,1074,Bob,1414.63
2023-10-05,Laptop,Electronics,South,,864.35,1039,Alice,1728.7
2023-12-15,Webcam,Accessories,East,3.0,59.31,1049,Bob,177.93
2023-09-04,Webcam,Accessories,South,4.0,55.58,1042,Bob,222.32
2023-03-17,Keyboard,Accessories,West,3.0,43.0,1074,Alice,129.0
2023-06-03,Webcam,Accessories,South,5.0,61.79,1066,Alice,308.95
2023-05-24,Monitor,Electronics,West,1.0,262.98,1011,Carla,262.98
2023-03-27,Mouse,Accessories,West,3.0,24.03,1066,Carla,72.09
2023-07-04,Mouse,Accessories,North,4.0,22.86,1026,Alice,91.44
2023-10-12,Headset,Accessories,West,2.0,79.82,1053,Diego,159.64
2023-08-08,Headset,Accessories,North,6.0,76.68,1065,Bob,460.08
2023-03-10,Mouse,Accessories,West,1.0,23.87,1048,Carla,23.87
2023-02-16,Desk,Furniture,South,2.0,205.19,1015,Bob,410.38
2023-04-04,Headset,Accessories,West,3.0,84.33,1001,Emma,252.99
2023-08-26,Keyboard,Accessories,West,5.0,46.76,1059,Alice,233.8
2023-07-23,Webcam,Accessories,West,7.0,60.24,1053,Diego,421.68
2023-08-06,Mouse,Accessories,East,,25.18,1029,Emma,125.9
2023-12-07,Chair,Furniture,South,4.0,124.23,1083,Emma,496.92
2023-02-08,Headset,Accessories,North,5.0,85.93,1037,Emma,429.65
2023-04-10,Mouse,Accessories,South,1.0,26.89,1027,Alice,26.89
2023-10-16,Monitor,Electronics,North,5.0,235.73,1024,Carla,1178.65
2023-09-11,Laptop,Electronics,East,4.0,922.53,1095,Alice,3690.12
2023-08-10,Webcam,Accessories,South,6.0,60.18,1009,Carla,361.08
2023-12-23,Mouse,Accessories,West,3.0,27.94,1059,Emma,83.82
2023-01-23,Laptop,Electronics,East,7.0,952.07,1041,Emma,6664.49
2023-09-07,Headset,Accessories,West,3.0,82.65,1039,Diego,247.95
2023-01-10,Laptop,Electronics,North,5.0,835.96,1096,Carla,4179.8
2023-09-03,Webcam,Accessories,West,2.0,63.08,1076,Emma,126.16
2023-11-21,Mouse,Accessories,West,3.0,23.23,1041,Bob,69.69
2023-04-10,Monitor,Electronics,South,6.0,246.08,1046,Diego,1476.48
2023-10-17,Desk,Furniture,East,5.0,168.43,1036,Alice,842.15
2023-06-29,Headset,Accessories,East,7.0,85.84,1079,Diego,600.88
2023-08-11,Mouse,Accessories,North,,23.79,1021,Bob,95.16
2023-09-07,Webcam,Accessories,South,6.0,59.88,1056,Carla,359.28
2023-05-27,Headset,Accessories,South,5.0,89.91,1083,Alice,449.55
2023-04-06,Keyboard,Accessories,North,6.0,42.8,1026,Alice,256.8
2023-09-14,Laptop,Electronics,,3.0,924.26,1040,Carla,2772.78
2023-11-21,Desk,Furniture,North,7.0,180.87,1079,Diego,1266.09
2023-01-04,Webcam,Accessories,North,4.0,54.27,1033,Emma,217.08
2023-01-16,Keyboard,Accessories,North,5.0,49.42,1031,Diego,247.1
2023-10-07,Chair,Furniture,West,1.0,110.07,1089,Bob,110.07
2023-12-02,Mouse,Accessories,South,4.0,25.46,1088,Emma,101.84
2023-09-04,Monitor,Electronics,West,1.0,260.04,1065,Diego,260.04
2023-09-15,Headset,Accessories,South,6.0,84.57,1011,Carla,507.42
2023-06-09,Laptop,Electronics,South,2.0,964.94,1039,Bob,1929.88
2023-12-06,Headset,Accessories,South,4.0,77.07,1072,Bob,308.28
2023-06-01,Desk,Furniture,South,6.0,162.45,1075,Bob,974.7
2023-06-27,Mouse,Accessories,North,,27.02,1089,Emma,27.02
2023-06-12,Headset,Accessories,East,3.0,82.71,1072,Alice,248.13
2023-02-02,Laptop,Electronics,North,3.0,998.13,1009,Emma,2994.39
2023-06-28,Mouse,Accessories,East,2.0,27.63,1095,Diego,55.26
2023-04-11,Headset,Accessories,East,4.0,88.87,1097,Alice,355.48
2023-09-25,Monitor,Electronics,North,4.0,255.32,1047,Diego,1021.28
2023-11-19,Webcam,Accessories,North,4.0,59.0,1019,Alice,236.0
2023-03-06,Mouse,Accessories,East,6.0,27.45,1038,Emma,164.7
2023-06-17,Webcam,Accessories,South,7.0,60.77,1059,Bob,425.39
2023-11-26,Chair,Furniture,North,7.0,113.5,1065,Carla,794.5
2023-02-12,Mouse,Accessories,West,2.0,27.84,1064,Bob,55.68
2023-02-13,Monitor,Electronics,North,4.0,280.16,1050,Emma,1120.64
2023-10-12,Webcam,Accessories,East,6.0,60.99,1035,Alice,365.94
2023-01-12,Keyboard,Accessories,West,3.0,41.35,1023,Bob,124.05
2023-04-05,Laptop,Electronics,North,1.0,897.26,1026,Emma,897.26
2023-10-29,Keyboard,Accessories,North,6.0,49.54,1001,Diego,297.24
2023-09-10,Headset,Accessories,North,7.0,90.04,1030,Carla,630.28
2023-08-30,Monitor,Electronics,South,7.0,237.72,1056,Bob,1664.04
2023-02-04,Keyboard,Accessories,North,3.0,41.25,1077,Alice,123.75
2023-08-03,Mouse,Accessories,East,3.0,27.98,1065,Diego,83.94
2023-12-03,Headset,Accessories,North,1.0,79.79,1028,Emma,79.79
2023-03-31,Headset,Accessories,South,3.0,82.84,1014,Carla,248.52
2023-09-21,Keyboard,Accessories,West,2.0,51.39,1011,Alice,102.78
2023-04-03,Chair,Furniture,West,1.0,110.0,1027,Emma,110.0
2023-03-31,Keyboard,Accessories,East,3.0,47.79,1083,Emma,143.37
2023-04-25,Chair,Furniture,South,5.0,110.22,1023,Bob,551.1
2023-04-15,Monitor,Electronics,East,6.0,248.47,1020,Bob,1490.82
2023-07-15,Laptop,Electronics,South,3.0,990.86,1009,Alice,2972.58
2023-11-10,Keyboard,Accessories,South,2.0,45.38,1077,Emma,90.76
2023-04-24,Desk,Furniture,North,4.0,206.87,1017,Bob,827.48
2023-03-16,Chair,Furniture,West,3.0,124.77,1087,Carla,374.31
2023-08-05,Keyboard,Accessories,South,7.0,44.11,1013,Carla,308.77
2023-10-04,Webcam,Accessories,North,7.0,57.3,1033,Emma,401.1
2023-09-06,Mouse,Accessories,South,7.0,24.69,1057,Bob,172.83
2023-06-13,Desk,Furniture,South,4.0,178.76,1075,Alice,715.04
2023-12-23,Desk,Furniture,West,7.0,165.09,1021,Alice,1155.63
2023-07-11,Chair,Furniture,East,5.0,119.09,1069,Alice,595.45
2023-08-15,Webcam,Accessories,East,3.0,60.96,1035,Carla,182.88
2023-06-26,Webcam,Accessories,North,7.0,64.84,1044,Bob,453.88
2023-04-09,Headset,Accessories,South,1.0,85.13,1035,Bob,85.13
2023-02-05,Chair,Furniture,South,4.0,129.26,1021,Carla,517.04
2023-04-06,Laptop,Electronics,North,5.0,811.88,1077,Alice,4059.4
2023-06-01,Mouse,Accessories,North,1.0,23.86,1079,Alice,23.86
2023-05-31,Monitor,Electronics,East,1.0,266.36,1060,Emma,266.36
2023-07-09,Desk,Furniture,North,1.0,183.78,1099,Diego,183.78
2023-08-12,Monitor,Electronics,South,1.0,225.33,1055,Bob,225.33
2023-02-06,Keyboard,Accessories,North,3.0,49.55,1088,Bob,148.65
2023-09-25,Keyboard,Accessories,North,7.0,49.19,1095,Bob,344.33
2023-07-02,Monitor,Electronics,North,6.0,259.28,1032,Diego,1555.68
2023-01-13,Keyboard,Accessories,West,3.0,41.25,1044,Emma,123.75
2023-10-06,Laptop,Electronics,West,3.0,982.47,1035,Diego,2947.41
2023-08-05,Webcam,Accessories,West,5.0,62.76,1019,Alice,313.8
2023-12-21,Keyboard,Accessories,South,5.0,49.3,1017,Alice,246.5
2023-12-27,Headset,Accessories,North,7.0,87.03,1037,Bob,609.21
2023-10-13,Keyboard,Accessories,South,6.0,49.53,1066,Carla,297.18
2023-09-30,Mouse,Accessories,South,5.0,25.74,1022,Bob,128.7
2023-03-03,Laptop,Electronics,West,7.0,841.57,1095,Carla,5890.99
2023-03-25,Mouse,Accessories,North,7.0,26.69,1015,Diego,186.83
2023-08-05,Mouse,Accessories,South,2.0,26.38,1058,Alice,52.76
2023-12-08,Headset,Accessories,North,6.0,86.85,1068,Carla,521.1
2023-07-06,Laptop,Electronics,South,5.0,848.22,1067,Diego,4241.1
2023-01-19,Laptop,Electronics,East,6.0,853.87,1020,Alice,5123.22
2023-06-26,Chair,Furniture,South,3.0,134.71,1077,Carla,404.13
2023-04-10,Laptop,Electronics,South,3.0,978.75,1094,Bob,2936.25
2023-08-21,Laptop,Electronics,South,6.0,1014.35,1077,Bob,6086.1
2023-03-17,Laptop,Electronics,South,2.0,980.71,1069,Bob,1961.42
2023-09-22,Headset,Accessories,East,,83.94,1011,Diego,167.88
2023-10-11,Keyboard,Accessories,West,6.0,47.86,1015,Bob,287.16
2023-07-25,Chair,Furniture,West,5.0,134.67,1080,Emma,673.35
2023-08-11,Mouse,Accessories,East,4.0,26.12,1086,Alice,104.48
2023-02-21,Laptop,Electronics,South,2.0,952.29,1013,Diego,1904.58
2023-12-05,Desk,Furniture,East,1.0,169.04,1060,Bob,169.04
2023-05-24,Keyboard,Accessories,South,3.0,45.83,1070,Alice,137.49
2023-03-10,Keyboard,Accessories,North,6.0,48.56,1045,Carla,291.36
2023-04-09,Mouse,Accessories,West,1.0,24.19,1031,Bob,24.19
2023-01-25,Headset,Accessories,North,6.0,76.05,1014,Alice,456.3
2023-02-22,Monitor,Electronics,West,7.0,244.61,1043,Emma,1712.27
2023-05-31,Monitor,Electronics,South,3.0,240.09,1016,Carla,720.27
2023-05-24,Keyboard,Accessories,East,3.0,42.92,1040,Emma,128.76
2023-02-26,Webcam,Accessories,East,2.0,60.37,1053,Alice,120.74
2023-02-08,Webcam,Accessories,West,2.0,67.62,1043,Emma,135.24
2023-04-19,Mouse,Accessories,East,1.0,25.67,1097,Alice,25.67
2023-06-30,Monitor,Electronics,East,7.0,236.75,1004,Alice,1657.25
2023-02-11,Keyboard,Accessories,North,6.0,41.37,1026,Emma,248.22
2023-07-05,Headset,Accessories,South,7.0,85.92,1086,Alice,601.44
2023-08-11,Monitor,Electronics,North,3.0,248.92,1077,Bob,746.76
2023-05-02,Keyboard,Accessories,East,,49.75,1078,Alice,49.75
2023-05-13,Keyboard,Accessories,South,,47.92,1042,Diego,191.68
2023-06-12,Laptop,Electronics,East,1.0,989.15,1096,Alice,989.15
2023-08-03,Headset,Accessories,North,5.0,77.44,1030,Diego,387.2
2023-08-09,Laptop,Electronics,North,1.0,965.78,1098,Alice,965.78
2023-08-23,Mouse,Accessories,East,7.0,24.15,1016,Alice,169.05
2023-11-27,Laptop,Electronics,North,5.0,1021.29,1091,Emma,5106.45
2023-05-26,Desk,Furniture,North,5.0,190.64,1082,Bob,953.2
2023-08-27,Laptop,Electronics,North,5.0,883.02,1053,Bob,4415.1
2023-03-17,Desk,Furniture,West,4.0,174.13,1061,Carla,696.52
2023-01-09,Monitor,Electronics,,1.0,236.93,1086,Emma,236.93
2023-03-15,Webcam,Accessories,South,7.0,64.42,1031,Emma,450.94
2023-09-10,Chair,Furniture,North,1.0,114.56,1039,Bob,114.56
2023-08-18,Chair,Furniture,South,4.0,125.86,1012,Emma,503.44
2023-01-07,Keyboard,Accessories,East,3.0,43.48,1083,Bob,130.44
2023-06-23,Chair,Furniture,East,2.0,127.86,1034,Emma,255.72
2023-05-21,Desk,Furniture,North,7.0,198.67,1004,Alice,1390.69
2023-06-17,Headset,Accessories,North,7.0,87.56,1072,Bob,612.92
2023-06-19,Laptop,Electronics,North,1.0,981.19,1028,Bob,981.19
2023-10-10,Desk,Furniture,East,2.0,170.45,1069,Diego,340.9
2023-05-02,Headset,Accessories,East,6.0,73.77,1024,Emma,442.62
2023-07-13,Webcam,Accessories,North,6.0,64.48,1094,Emma,386.88
2023-01-05,Chair,Furniture,North,4.0,119.05,1021,Bob,476.2
2023-01-29,Webcam,Accessories,North,6.0,60.49,1065,Alice,362.94
2023-06-14,Chair,Furniture,West,7.0,108.93,1044,Alice,762.51
2023-12-05,Laptop,Electronics,,6.0,868.4,1068,Alice,5210.4
2023-05-16,Mouse,Accessories,East,3.0,22.71,1090,Emma,68.13
2023-12-31,Laptop,Electronics,East,3.0,1007.82,1088,Diego,3023.46
2023-11-17,Monitor,Electronics,South,3.0,240.21,1071,Bob,720.63
2023-12-08,Desk,Furniture,North,6.0,187.08,1000,Carla,1122.48
2023-05-25,Keyboard,Accessories,North,4.0,40.94,1083,Diego,163.76
2023-11-23,Mouse,Accessories,East,5.0,26.67,1043,Carla,133.35
2023-08-05,Laptop,Electronics,East,5.0,882.68,1086,Diego,4413.4
2023-10-28,Headset,Accessories,East,2.0,89.96,1095,Alice,179.92
2023-05-12,Mouse,Accessories,South,5.0,28.05,1074,Emma,140.25
2023-10-19,Desk,Furniture,North,5.0,176.64,1038,Carla,883.2
2023-03-11,Chair,Furniture,West,3.0,135.03,1053,Diego,405.09
2023-09-09,Mouse,Accessories,East,3.0,28.73,1087,Emma,86.19
2023-10-02,Chair,Furniture,North,6.0,132.76,1074,Carla,796.56
2023-12-30,Desk,Furniture,West,2.0,200.02,1028,Bob,400.04
2023-07-01,Laptop,Electronics,East,1.0,866.03,1053,Diego,866.03
2023-06-16,Desk,Furniture,East,7.0,187.95,1089,Bob,1315.65
2023-04-01,Mouse,Accessories,East,2.0,22.92,1015,Alice,45.84
2023-07-21,Headset,Accessories,West,2.0,73.9,1098,Bob,147.8
2023-12-12,Webcam,Accessories,East,4.0,68.98,1019,Bob,275.92
2023-01-19,Mouse,Accessories,North,,24.54,1045,Diego,147.24
2023-02-08,Desk,Furniture,SOUTH,4.0,195.67,1066,Alice,782.68
2023-05-06,Webcam,Accessories,West,2.0,66.1,1064,Bob,132.2
2023-06-22,Desk,Furniture,North,2.0,200.61,1057,Emma,401.22
2023-05-21,Headset,Accessories,South,2.0,91.95,1052,Carla,183.9
2023-08-30,Desk,Furniture,South,5.0,172.87,1000,Bob,864.35
2023-08-08,Laptop,Electronics,South,7.0,819.08,1080,Alice,5733.56
2023-05-06,Keyboard,Accessories,East,7.0,45.13,1065,Bob,315.91
2023-02-27,Chair,Furniture,West,4.0,111.9,1028,Carla,447.6
2023-05-28,Chair,Furniture,North,2.0,108.67,1083,Alice,217.34
2023-11-13,Mouse,Accessories,North,7.0,24.75,1069,Diego,173.25
2023-12-27,Keyboard,Accessories,North,3.0,49.32,1007,Alice,147.96
2023-01-01,Desk,Furniture,West,7.0,187.48,1028,Diego,1312.36
2023-12-14,Headset,Accessories,East,6.0,78.26,1050,Alice,469.56
2023-07-09,Mouse,Accessories,North,6.0,26.59,1032,Carla,159.54
2023-07-10,Desk,Furniture,West,7.0,172.44,1002,Carla,1207.08
2023-11-08,Webcam,Accessories,WEST,3.0,54.22,1059,Alice,162.66
2023-04-27,Monitor,Electronics,West,6.0,272.77,1034,Bob,1636.62
2023-05-14,Desk,Furniture,West,5.0,190.07,1068,Carla,950.35
2023-02-27,Keyboard,Accessories,North,7.0,49.08,1090,Diego,343.56
2023-02-13,Mouse,Accessories,,5.0,22.74,1075,Diego,113.7
2023-06-22,Keyboard,Accessories,South,7.0,49.92,1083,Emma,349.44
2023-06-09,Mouse,Accessories,West,1.0,26.37,1019,Diego,26.37
2023-06-22,Desk,Furniture,East,1.0,187.35,1072,Emma,187.35
2023-11-13,Laptop,Electronics,East,1.0,950.54,1038,Alice,950.54
2023-10-30,Webcam,Accessories,East,6.0,66.97,1003,Alice,401.82
2023-05-29,Desk,Furniture,North,5.0,188.41,1018,Alice,942.05
2023-03-21,Chair,Furniture,South,5.0,125.43,1090,Bob,627.15
2023-08-01,Keyboard,Accessories,West,5.0,51.65,1044,Bob,258.25
2023-07-22,Monitor,Electronics,WEST,3.0,272.3,1042,Emma,816.9
2023-09-09,Monitor,Electronics,North,5.0,252.64,1012,Diego,1263.2
2023-08-17,Headset,Accessories,North,3.0,86.15,1012,Diego,258.45
2023-06-13,Mouse,Accessories,North,1.0,24.93,1059,Alice,24.93
2023-08-15,Keyboard,Accessories,East,1.0,43.07,1056,Carla,43.07
2023-05-27,Headset,Accessories,West,6.0,83.94,1085,Bob,503.64
2023-01-20,Keyboard,Accessories,North,7.0,50.94,1091,Bob,356.58
2023-02-16,Chair,Furniture,South,1.0,135.87,1051,Alice,135.87
2023-08-21,Mouse,Accessories,,7.0,24.64,1052,Bob,172.48
2023-11-01,Desk,Furniture,East,7.0,185.75,1085,Alice,1300.25
2023-01-14,Desk,Furniture,South,6.0,171.52,1042,Emma,1029.12
2023-05-23,Monitor,Electronics,East,2.0,287.23,1082,Diego,574.46
2023-01-01,Desk,Furniture,South,2.0,206.15,1071,Carla,412.3
2023-02-23,Desk,Furniture,North,4.0,191.23,1071,Diego,764.92
2023-09-16,Chair,Furniture,East,6.0,132.13,1041,Diego,792.78
2023-05-24,Laptop,Electronics,East,4.0,970.9,1089,Emma,3883.6
2023-01-12,Monitor,Electronics,West,4.0,262.07,1025,Bob,1048.28
2023-11-26,Headset,Accessories,East,2.0,73.07,1022,Carla,146.14
2023-08-12,Webcam,Accessories,EAST,6.0,60.82,1042,Bob,364.92
2023-09-29,Laptop,Electronics,North,2.0,961.83,1076,Diego,1923.66
2023-12-24,Headset,Accessories,South,4.0,85.55,1027,Alice,342.2
2023-06-05,Mouse,Accessories,North,6.0,24.83,1008,Diego,148.98
2023-01-08,Laptop,Electronics,NORTH,4.0,1021.88,1019,Bob,4087.52
2023-05-02,Chair,Furniture,East,5.0,113.02,1055,Diego,565.1
2023-12-14,Headset,Accessories,West,7.0,82.01,1082,Alice,574.07
2023-06-13,Mouse,Accessories,North,6.0,26.82,1038,Emma,160.92
2023-03-31,Monitor,Electronics,South,6.0,268.57,1050,Bob,1611.42
2023-05-16,Webcam,Accessories,West,7.0,63.73,1011,Diego,446.11
2023-07-05,Mouse,Accessories,North,4.0,24.22,1078,Bob,96.88
2023-11-12,Desk,Furniture,East,5.0,169.03,1094,Emma,845.15
2023-06-27,Keyboard,Accessories,East,3.0,47.65,1054,Diego,142.95
2023-01-28,Mouse,Accessories,East,7.0,26.25,1077,Diego,183.75
2023-08-08,Mouse,Accessories,North,2.0,23.62,1010,Bob,47.24
2023-12-23,Webcam,Accessories,South,4.0,64.58,1025,Bob,258.32
2023-02-10,Keyboard,Accessories,East,7.0,45.62,1041,Alice,319.34
2023-08-16,Desk,Furniture,East,7.0,192.05,1026,Emma,1344.35
2023-07-11,Headset,Accessories,,6.0,88.75,1010,Alice,532.5
2023-05-25,Headset,Accessories,East,2.0,75.39,1037,Diego,150.78
2023-07-20,Mouse,Accessories,North,2.0,22.62,1097,Bob,45.24
2023-07-31,Chair,Furniture,East,2.0,131.37,1042,Diego,262.74
2023-08-08,Chair,Furniture,North,7.0,126.29,1018,Diego,884.03
2023-08-28,Keyboard,Accessories,West,3.0,48.37,1063,Carla,145.11
2023-02-15,Keyboard,Accessories,South,1.0,49.93,1005,Carla,49.93
2023-02-04,Desk,Furniture,South,4.0,198.13,1045,Diego,792.52
2023-09-10,Webcam,Accessories,North,1.0,68.41,1041,Bob,68.41
2023-03-23,Monitor,Electronics,South,7.0,258.5,1091,Diego,1809.5
2023-09-13,Headset,Accessories,WEST,1.0,81.77,1064,Carla,81.77
2023-07-16,Webcam,Accessories,West,7.0,60.03,1098,Bob,420.21
2023-10-30,Laptop,Electronics,South,1.0,844.58,1071,Diego,844.58
2023-01-10,Headset,Accessories,South,2.0,83.45,1058,Emma,166.9
2023-11-08,Webcam,Accessories,East,5.0,58.16,1051,Emma,290.8
2023-10-13,Headset,Accessories,West,2.0,90.43,1046,Diego,180.86
2023-08-30,Monitor,Electronics,East,2.0,261.45,1006,Bob,522.9
2023-09-08,Laptop,Electronics,South,,943.39,1010,Diego,5660.34
2023-12-31,Chair,Furniture,South,6.0,118.65,1060,Diego,711.9
2023-01-05,Chair,Furniture,East,1.0,109.56,1067,Carla,109.56
2023-04-29,Monitor,Electronics,North,7.0,226.98,1024,Emma,1588.86
2023-10-16,Desk,Furniture,East,2.0,181.05,1011,Carla,362.1
2023-03-06,Laptop,Electronics,South,1.0,829.03,1025,Carla,829.03
2023-05-26,Mouse,Accessories,East,6.0,26.29,1011,Diego,157.74
2023-08-12,Webcam,Accessories,North,5.0,67.21,1042,Carla,336.05
2023-08-27,Laptop,Electronics,East,4.0,1008.66,1050,Emma,4034.64
2023-06-26,Desk,Furniture,South,1.0,191.66,1036,Carla,191.66
2023-09-24,Desk,Furniture,East,5.0,171.51,1045,Emma,857.55
2023-12-07,Monitor,Electronics,North,4.0,278.94,1052,Carla,1115.76
2023-10-09,Headset,Accessories,East,3.0,89.72,1087,Emma,269.16
2023-03-04,Laptop,Electronics,East,1.0,854.25,1079,Carla,854.25
2023-08-05,Webcam,Accessories,East,1.0,65.06,1012,Carla,65.06
2023-12-08,Laptop,Electronics,East,3.0,874.47,1088,Bob,2623.41
